miRNA,disease
hsa-miR-142-3p,Acute myeloid leukemia
hsa-miR-140-5p,Multiple sclerosis chronic progressive
hsa-miR-140-5p,Gastric cancer
hsa-miR-140-5p,Alzheimer disease
hsa-miR-140-5p,Urinary bladder cancer
hsa-miR-140-5p,Primary pulmonary hypertension
hsa-miR-140-5p,Breast cancer
hsa-miR-140-5p,Squamous cell carcinoma
hsa-miR-140-5p,Melanoma
hsa-miR-140-5p,Multiple sclerosis
hsa-miR-140-5p,Multiple sclerosis relapsing-remitting
hsa-miR-140-5p,Relapsing-remitting multiple sclerosis
hsa-miR-140-5p,Ovarian cancer
hsa-miR-140-5p,Glioma
hsa-miR-140-5p,Malignant glioma
hsa-miR-140-5p,Liver cancer
hsa-miR-140-5p,Retinoblastoma
hsa-miR-140-5p,Cardiomegaly
hsa-miR-140-5p,Hypopharyngeal carcinoma
hsa-miR-140-5p,Hypopharyngeal squamous cell carcinoma
hsa-miR-365a-3p,Multiple sclerosis chronic progressive
hsa-miR-365a-3p,Lung cancer
hsa-miR-365a-3p,Squamous cell carcinoma
hsa-miR-365a-3p,Vascular diseases
hsa-miR-365a-3p,Colon cancer
hsa-miR-365a-3p,Multiple sclerosis relapsing-remitting
hsa-miR-365a-3p,Lung adenocarcinoma
hsa-miR-1297,Oral squamous cell carcinoma
hsa-miR-1297,Prostate cancer
hsa-miR-1297,Gastric cancer
hsa-miR-1297,Stomach cancer
hsa-miR-1297,Lung cancer
hsa-miR-1297,Lung neoplasms
hsa-miR-1297,Pancreatic cancer
hsa-miR-1297,Liver cancer
hsa-miR-1297,Pancreatic adenocarcinoma
hsa-miR-1297,Cervical cancer
hsa-miR-18a-5p,Multiple sclerosis chronic progressive
hsa-miR-18a-5p,Triple negative breast cancer
hsa-miR-18a-5p,Thyroid carcinoma anaplastic
hsa-miR-18a-5p,Carotid stenosis
hsa-miR-18a-5p,Lung cancer
hsa-miR-18a-5p,Breast cancer
hsa-miR-18a-5p,Breast neoplasms
hsa-miR-18a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-18a-5p,Relapsing-remitting multiple sclerosis
hsa-miR-18a-5p,Non-small cell lung cancer
hsa-miR-18a-5p,Renal cell carcinoma
hsa-miR-18a-5p,Hepatocellular carcinoma
hsa-miR-18a-5p,Neuroblastoma
hsa-miR-18a-5p,Colorectal cancer
hsa-miR-18a-5p,Colorectal neoplasms
hsa-miR-18a-5p,Nasopharyngeal carcinoma
hsa-miR-18b-5p,Breast cancer
hsa-miR-18b-5p,Breast neoplasms
hsa-miR-18b-5p,Cardiomegaly
hsa-miR-205-5p,Prostate cancer
hsa-miR-205-5p,Prostate carcinoma
hsa-miR-205-5p,Alzheimer disease
hsa-miR-205-5p,Head and neck cancer
hsa-miR-205-5p,Parkinson disease
hsa-miR-205-5p,Breast cancer
hsa-miR-205-5p,Breast neoplasms
hsa-miR-205-5p,Aggressive squamous cell carcinoma
hsa-miR-205-5p,Melanoma
hsa-miR-205-5p,Glioma
hsa-miR-205-5p,Malignant glioma
hsa-miR-205-5p,Biliary tract cancer
hsa-miR-205-5p,Head and neck squamous cell carcinoma
hsa-miR-205-5p,Hepatocellular carcinoma
hsa-miR-205-5p,Ovarian epithelial cancer
hsa-miR-221-3p,Acute promyelocytic leukemia
hsa-miR-221-3p,Colorectal carcinoma
hsa-miR-221-3p,Prostate cancer
hsa-miR-221-3p,Prostate carcinoma
hsa-miR-221-3p,Chronic lymphocytic leukemia
hsa-miR-221-3p,Alzheimer disease
hsa-miR-221-3p,Bladder cancer
hsa-miR-221-3p,Urinary bladder cancer
hsa-miR-221-3p,Leukemia
hsa-miR-221-3p,Breast cancer
hsa-miR-221-3p,Breast neoplasms
hsa-miR-221-3p,Vascular diseases
hsa-miR-221-3p,Thyroid cancer
hsa-miR-221-3p,Melanoma
hsa-miR-221-3p,Essential thrombocythemia
hsa-miR-221-3p,Glioblastoma
hsa-miR-221-3p,Astrocytoma
hsa-miR-221-3p,Glioma
hsa-miR-221-3p,Malignant glioma
hsa-miR-221-3p,Amyotrophic lateral sclerosis
hsa-miR-221-3p,Osteosarcoma
hsa-miR-221-3p,Carcinoma lung non-small-cell
hsa-miR-221-3p,Non-small cell lung cancer
hsa-miR-221-3p,Papillary thyroid carcinoma
hsa-miR-221-3p,Thyroid papillary carcinoma
hsa-miR-221-3p,Pancreatic adenocarcinoma
hsa-miR-221-3p,Gastric carcinoma
hsa-miR-221-3p,Stomach carcinoma
hsa-miR-221-3p,Hepatocellular carcinoma
hsa-miR-221-3p,Embryonal cancer
hsa-miR-221-3p,Neuroblastoma
hsa-miR-221-3p,Type 2 diabetes mellitus
hsa-miR-221-3p,Multiple myeloma
hsa-miR-221-3p,Acute lymphoblastic leukemia
hsa-miR-221-3p,Acute lymphocytic leukemia
hsa-miR-221-3p,Cardiomegaly
hsa-miR-222-3p,Oral tongue squamous cell carcinoma
hsa-miR-222-3p,Prostate cancer
hsa-miR-222-3p,Prostate carcinoma
hsa-miR-222-3p,Chronic lymphocytic leukemia
hsa-miR-222-3p,Alzheimer disease
hsa-miR-222-3p,Urinary bladder cancer
hsa-miR-222-3p,Leukemia
hsa-miR-222-3p,Lung cancer
hsa-miR-222-3p,Breast cancer
hsa-miR-222-3p,Breast neoplasms
hsa-miR-222-3p,Thyroid cancer
hsa-miR-222-3p,Melanoma
hsa-miR-222-3p,Glioblastoma
hsa-miR-222-3p,Glioma
hsa-miR-222-3p,Malignant glioma
hsa-miR-222-3p,Pancreatic ductal adenocarcinoma
hsa-miR-222-3p,Carcinoma lung non-small-cell
hsa-miR-222-3p,Non-small cell lung cancer
hsa-miR-222-3p,Papillary thyroid carcinoma
hsa-miR-222-3p,Thyroid papillary carcinoma
hsa-miR-222-3p,Liver cirrhosis
hsa-miR-222-3p,Gastric carcinoma
hsa-miR-222-3p,Hepatocellular carcinoma
hsa-miR-222-3p,Embryonal cancer
hsa-miR-222-3p,Psoriasis
hsa-miR-222-3p,Multiple myeloma
hsa-miR-222-3p,Cardiomegaly
hsa-miR-223-3p,Inflammatory bowel disease
hsa-miR-223-3p,Multiple sclerosis chronic progressive
hsa-miR-223-3p,Acute promyelocytic leukemia
hsa-miR-223-3p,Precursor cell lymphoblastic leukemia-lymphoma
hsa-miR-223-3p,Hereditary neutrophilia
hsa-miR-223-3p,Gastric cancer
hsa-miR-223-3p,Stomach cancer
hsa-miR-223-3p,Bladder cancer
hsa-miR-223-3p,Lung cancer
hsa-miR-223-3p,Breast cancer
hsa-miR-223-3p,Breast neoplasms
hsa-miR-223-3p,Essential thrombocythemia
hsa-miR-223-3p,Multiple sclerosis relapsing-remitting
hsa-miR-223-3p,Relapsing-remitting multiple sclerosis
hsa-miR-223-3p,Asthma
hsa-miR-223-3p,Glioblastoma
hsa-miR-223-3p,Myelofibrosis
hsa-miR-223-3p,Esophageal cancer
hsa-miR-223-3p,HIV
hsa-miR-223-3p,Hepatocellular carcinoma
hsa-miR-223-3p,Malignant pleural mesothelioma
hsa-miR-223-3p,Chronic myeloid leukemia
hsa-miR-223-3p,Oesophageal squamous cell carcinoma
hsa-miR-223-3p,Chronic kidney disease-mineral and bone disorder
hsa-miR-23a-3p,Multiple sclerosis chronic progressive
hsa-miR-23a-3p,Tongue squamous cell carcinoma
hsa-miR-23a-3p,Acute promyelocytic leukemia
hsa-miR-23a-3p,Gastric cancer
hsa-miR-23a-3p,Stomach cancer
hsa-miR-23a-3p,Leukodystrophy metachromatic
hsa-miR-23a-3p,Alzheimer disease
hsa-miR-23a-3p,Vogt-koyanagi-harada disease
hsa-miR-23a-3p,Breast cancer
hsa-miR-23a-3p,Multiple sclerosis relapsing-remitting
hsa-miR-23a-3p,Relapsing-remitting multiple sclerosis
hsa-miR-23a-3p,Glioma
hsa-miR-23a-3p,Malignant glioma
hsa-miR-23a-3p,Amyotrophic lateral sclerosis
hsa-miR-23a-3p,Osteosarcoma
hsa-miR-23a-3p,Heart failure
hsa-miR-23a-3p,Hepatocellular carcinoma
hsa-miR-23a-3p,Osteoarthritis
hsa-miR-23a-3p,Colorectal cancer
hsa-miR-23a-3p,Cardiomegaly
hsa-miR-23b-3p,Multiple sclerosis chronic progressive
hsa-miR-23b-3p,Gastric cancer
hsa-miR-23b-3p,Stomach cancer
hsa-miR-23b-3p,Uterine fibroid
hsa-miR-23b-3p,Breast cancer
hsa-miR-23b-3p,Pituitary neoplasms
hsa-miR-23b-3p,Melanoma
hsa-miR-23b-3p,Multiple sclerosis relapsing-remitting
hsa-miR-23b-3p,Relapsing-remitting multiple sclerosis
hsa-miR-23b-3p,Pituitary adenoma
hsa-miR-23b-3p,Carcinoma lung non-small-cell
hsa-miR-23b-3p,Hepatocellular carcinoma
hsa-miR-23b-3p,Neuroblastoma
hsa-miR-23b-3p,Multiple myeloma
hsa-miR-23b-3p,Diabetic nephropathies
hsa-miR-23b-3p,Cardiomegaly
hsa-miR-23b-3p,Brain injury chronic
hsa-miR-26a-5p,Idiopathic pulmonary fibrosis
hsa-miR-26a-5p,Medulloblastoma
hsa-miR-26a-5p,Lymphoma
hsa-miR-26a-5p,Anaplastic thyroid cancer
hsa-miR-26a-5p,Prostate cancer
hsa-miR-26a-5p,Alzheimer disease
hsa-miR-26a-5p,Bladder cancer
hsa-miR-26a-5p,Urinary bladder cancer
hsa-miR-26a-5p,Duchenne muscular dystrophy
hsa-miR-26a-5p,Primary biliary cirrhosis
hsa-miR-26a-5p,Breast cancer
hsa-miR-26a-5p,Breast neoplasms
hsa-miR-26a-5p,Pituitary neoplasms
hsa-miR-26a-5p,Melanoma
hsa-miR-26a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-26a-5p,Thyroid adenomas
hsa-miR-26a-5p,Glomerulonephritis
hsa-miR-26a-5p,Glioblastoma
hsa-miR-26a-5p,Glioma
hsa-miR-26a-5p,malignant glioma
hsa-miR-26a-5p,Amyotrophic lateral sclerosis
hsa-miR-26a-5p,Cholangiocarcinoma
hsa-miR-26a-5p,Head and neck squamous cell carcinoma
hsa-miR-26a-5p,Hepatocellular carcinoma
hsa-miR-26a-5p,Neuroblastoma
hsa-miR-26a-5p,Osteoarthritis
hsa-miR-26a-5p,Burkitt lymphoma
hsa-miR-26a-5p,Colorectal cancer
hsa-miR-26a-5p,Diabetic nephropathies
hsa-miR-26a-5p,Cardiac hypertrophy
hsa-miR-26b-5p,Lewy body dementia
hsa-miR-26b-5p,Breast cancer
hsa-miR-26b-5p,Breast neoplasms
hsa-miR-26b-5p,Laryngeal carcinoma
hsa-miR-26b-5p,Ovarian carcinoma
hsa-miR-26b-5p,Rheumatoid arthritis
hsa-miR-26b-5p,Neuroblastoma
hsa-miR-26b-5p,Osteoarthritis
hsa-miR-26b-5p,Ulcerative colitis
hsa-miR-26b-5p,Colorectal cancer
hsa-miR-26b-5p,Multiple myeloma
hsa-miR-26b-5p,Cardiomegaly
hsa-miR-29a-3p,Disease of metabolism
hsa-miR-29a-3p,Idiopathic pulmonary fibrosis
hsa-miR-29a-3p,Spinocerebellar ataxia type 17
hsa-miR-29a-3p,B-cell chronic lymphocytic leukemia
hsa-miR-29a-3p,Gastric cancer
hsa-miR-29a-3p,Alzheimer disease
hsa-miR-29a-3p,Duchenne muscular dystrophy
hsa-miR-29a-3p,Muscular dystrophy duchenne
hsa-miR-29a-3p,Huntington disease
hsa-miR-29a-3p,Lung cancer
hsa-miR-29a-3p,Cerebellar disease
hsa-miR-29a-3p,Thyroid adenomas
hsa-miR-29a-3p,Nervous system cancer
hsa-miR-29a-3p,Osteosarcoma
hsa-miR-29a-3p,Lung squamous cell carcinoma
hsa-miR-29a-3p,Non-small cell lung cancer
hsa-miR-29a-3p,Systemic scleroderma
hsa-miR-29a-3p,HIV
hsa-miR-29a-3p,Head and neck squamous cell carcinoma
hsa-miR-29a-3p,Ankylosing spondylitis
hsa-miR-29a-3p,Neuroblastoma
hsa-miR-29a-3p,Burkitt lymphoma
hsa-miR-29a-3p,Type 2 diabetes mellitus
hsa-miR-29a-3p,Cardiomegaly
hsa-miR-29a-3p,Tendon injuries
hsa-miR-29a-3p,Sarcopenia
hsa-miR-29b-3p,Multiple sclerosis chronic progressive
hsa-miR-29b-3p,Medulloblastoma
hsa-miR-29b-3p,Spinocerebellar ataxia type 17
hsa-miR-29b-3p,Prostate cancer
hsa-miR-29b-3p,Chronic lymphocytic leukemia
hsa-miR-29b-3p,Alzheimer disease
hsa-miR-29b-3p,Myotonic dystrophy
hsa-miR-29b-3p,Huntington disease
hsa-miR-29b-3p,Chorea
hsa-miR-29b-3p,Uterine fibroid
hsa-miR-29b-3p,Breast cancer
hsa-miR-29b-3p,Breast neoplasms
hsa-miR-29b-3p,Melanoma
hsa-miR-29b-3p,Multiple sclerosis relapsing-remitting
hsa-miR-29b-3p,Thyroid adenomas
hsa-miR-29b-3p,Glioblastoma
hsa-miR-29b-3p,Astrocytoma
hsa-miR-29b-3p,Lung squamous cell carcinoma
hsa-miR-29b-3p,Cholangiocarcinoma
hsa-miR-29b-3p,Schizophrenia
hsa-miR-29b-3p,Neuroblastoma
hsa-miR-29b-3p,Burkitt lymphoma
hsa-miR-29b-3p,Acute myeloid leukemia
hsa-miR-29b-3p,Kit-driven acute myeloid leukemia
hsa-miR-29b-3p,Frontotemporal dementia
hsa-miR-29b-3p,Type 2 diabetes
hsa-miR-29b-3p,Type 2 diabetes mellitus
hsa-miR-29b-3p,Multiple myeloma
hsa-miR-29b-3p,Cardiomegaly
hsa-miR-29b-3p,Acute myelogeneous leukemia
hsa-miR-29b-3p,Stroke lacunar
hsa-miR-29c-3p,Gastric cancer
hsa-miR-29c-3p,Stomach cancer
hsa-miR-29c-3p,Urinary bladder cancer
hsa-miR-29c-3p,Myotonic dystrophy
hsa-miR-29c-3p,Duchenne muscular dystrophy
hsa-miR-29c-3p,Muscular dystrophy duchenne
hsa-miR-29c-3p,Thyroid adenomas
hsa-miR-29c-3p,Rhabdomyosarcoma
hsa-miR-29c-3p,Lung squamous cell carcinoma
hsa-miR-29c-3p,Head and neck squamous cell carcinoma
hsa-miR-29c-3p,Neuroblastoma
hsa-miR-29c-3p,Burkitt lymphoma
hsa-miR-29c-3p,Colorectal cancer
hsa-miR-29c-3p,Nasopharyngeal carcinoma
hsa-miR-29c-3p,Type 2 diabetes mellitus
hsa-miR-29c-3p,Cardiomegaly
hsa-miR-29c-3p,Sarcopenia
hsa-miR-346,Medulloblastoma
hsa-miR-346,Alzheimer disease
hsa-miR-346,Primary biliary cirrhosis
hsa-miR-346,Lung cancer
hsa-miR-346,Lung neoplasms
hsa-miR-346,Breast cancer
hsa-miR-346,Astrocytoma
hsa-miR-346,Liver cancer
hsa-miR-346,Schizophrenia
hsa-miR-346,Hepatocellular carcinoma
hsa-miR-361-5p,Medulloblastoma
hsa-miR-361-5p,Alzheimer disease
hsa-miR-361-5p,Lung cancer
hsa-miR-361-5p,Breast cancer
hsa-miR-361-5p,Glioma
hsa-miR-361-5p,Papillary thyroid carcinoma
hsa-miR-361-5p,Hepatocellular carcinoma
hsa-miR-361-5p,Colorectal cancer
hsa-miR-433-3p,Alzheimer disease
hsa-miR-433-3p,Parkinson disease
hsa-miR-433-3p,Glioma
hsa-miR-876-5p,Head and neck squamous cell carcinoma
hsa-miR-106a-5p,Alzheimer disease
hsa-miR-106a-5p,Melanoma
hsa-miR-106a-5p,Hepatitis B
hsa-miR-106a-5p,Epithelial ovarian cancer
hsa-miR-106a-5p,Astrocytoma
hsa-miR-106a-5p,Carcinoma lung non-small-cell
hsa-miR-106a-5p,Aortic valve disease
hsa-miR-106a-5p,Hepatocellular carcinoma
hsa-miR-106a-5p,T-cell leukemia
hsa-miR-106a-5p,Neuroblastoma
hsa-miR-106b-5p,Medulloblastoma
hsa-miR-106b-5p,Acute promyelocytic leukemia
hsa-miR-106b-5p,Prostate cancer
hsa-miR-106b-5p,Chronic lymphocytic leukemia
hsa-miR-106b-5p,Gastric cancer
hsa-miR-106b-5p,Stomach cancer
hsa-miR-106b-5p,Alzheimer disease
hsa-miR-106b-5p,Breast cancer
hsa-miR-106b-5p,Breast neoplasms
hsa-miR-106b-5p,Colon cancer
hsa-miR-106b-5p,Colonic neoplasms
hsa-miR-106b-5p,Glioblastoma
hsa-miR-106b-5p,Non-small cell lung cancer
hsa-miR-106b-5p,Renal cell carcinoma
hsa-miR-106b-5p,Esophageal adenocarcinoma
hsa-miR-106b-5p,Hepatocellular carcinoma
hsa-miR-106b-5p,Colorectal cancer
hsa-miR-106b-5p,Multiple myeloma
hsa-miR-106b-5p,Prostatic neoplasms
hsa-miR-17-5p,Polycystic kidney diseases
hsa-miR-17-5p,Thyroid carcinoma anaplastic
hsa-miR-17-5p,Gastric cancer
hsa-miR-17-5p,Stomach cancer
hsa-miR-17-5p,Alzheimer disease
hsa-miR-17-5p,Primary biliary cirrhosis
hsa-miR-17-5p,Carotid stenosis
hsa-miR-17-5p,Lung cancer
hsa-miR-17-5p,Breast cancer
hsa-miR-17-5p,Breast neoplasms
hsa-miR-17-5p,Malignant melanoma
hsa-miR-17-5p,Melanoma
hsa-miR-17-5p,Colon cancer
hsa-miR-17-5p,Glioblastoma
hsa-miR-17-5p,Glioma
hsa-miR-17-5p,Malignant glioma
hsa-miR-17-5p,Coronary artery disease
hsa-miR-17-5p,Cervical cancer
hsa-miR-17-5p,Kidney renal clear cell carcinoma
hsa-miR-17-5p,Renal cell carcinoma
hsa-miR-17-5p,Clear cell renal cell carcinoma
hsa-miR-17-5p,Renal clear cell carcinoma
hsa-miR-17-5p,Kidney diseases
hsa-miR-17-5p,Pulmonary hypertension
hsa-miR-17-5p,Hepatocellular carcinoma
hsa-miR-17-5p,Neuroblastoma
hsa-miR-17-5p,Lymphosarcoma
hsa-miR-17-5p,Colorectal cancer
hsa-miR-17-5p,Nasopharyngeal carcinoma
hsa-miR-20a-5p,Medulloblastoma
hsa-miR-20a-5p,Prostate cancer
hsa-miR-20a-5p,Alzheimer disease
hsa-miR-20a-5p,Primary biliary cirrhosis
hsa-miR-20a-5p,Carotid stenosis
hsa-miR-20a-5p,Lung cancer
hsa-miR-20a-5p,Colon carcinoma
hsa-miR-20a-5p,Breast cancer
hsa-miR-20a-5p,Pituitary neoplasms
hsa-miR-20a-5p,Ovarian cancer
hsa-miR-20a-5p,Glioblastoma
hsa-miR-20a-5p,Glioma
hsa-miR-20a-5p,Malignant glioma
hsa-miR-20a-5p,Pituitary adenoma
hsa-miR-20a-5p,Clear cell renal cell carcinoma
hsa-miR-20a-5p,Renal clear cell carcinoma
hsa-miR-20a-5p,Pulmonary hypertension
hsa-miR-20a-5p,Neuroblastoma
hsa-miR-20a-5p,Chronic myeloid leukemia
hsa-miR-20a-5p,Lymphosarcoma
hsa-miR-20a-5p,Colorectal cancer
hsa-miR-20b-5p,Multiple sclerosis chronic progressive
hsa-miR-20b-5p,Multiple sclerosis relapsing-remitting
hsa-miR-20b-5p,Relapsing-remitting multiple sclerosis
hsa-miR-20b-5p,Myasthenia gravis
hsa-miR-20b-5p,T-cell leukemia
hsa-miR-302a-3p,Melanoma
hsa-miR-302a-3p,Glioma
hsa-miR-302a-3p,Malignant glioma
hsa-miR-302a-3p,Hepatocellular carcinoma
hsa-miR-302b-3p,Gastric cancer
hsa-miR-302b-3p,Alzheimer disease
hsa-miR-302b-3p,Melanoma
hsa-miR-302b-3p,Glioma
hsa-miR-302b-3p,Malignant glioma
hsa-miR-302c-3p,Breast cancer
hsa-miR-302c-3p,Melanoma
hsa-miR-302c-3p,Glioma
hsa-miR-302c-3p,Malignant glioma
hsa-miR-302c-3p,Renal cell carcinoma
hsa-miR-302d-3p,Melanoma
hsa-miR-302d-3p,Glioma
hsa-miR-302d-3p,Malignant glioma
hsa-miR-302e,Gastric neoplasms
hsa-miR-302e,Stomach cancer
hsa-miR-302e,Head and neck cancer
hsa-miR-302e,Head and neck neoplasms
hsa-miR-339-5p,Alzheimer disease
hsa-miR-339-5p,Breast cancer
hsa-miR-339-5p,Breast neoplasms
hsa-miR-339-5p,Glioma
hsa-miR-339-5p,Colorectal cancer
hsa-miR-339-5p,Nerve degeneration
hsa-miR-372-3p,Gastric cancer
hsa-miR-372-3p,Osteosarcoma
hsa-miR-372-3p,Carcinoma lung non-small-cell
hsa-miR-372-3p,Lung adenocarcinoma
hsa-miR-372-3p,Cholangiocarcinoma
hsa-miR-372-3p,Testicular germ cell cancer
hsa-miR-372-3p,Testicular germ cell tumor
hsa-miR-372-3p,Hepatocellular carcinoma
hsa-miR-372-3p,Colorectal cancer
hsa-miR-373-3p,Prostate cancer
hsa-miR-373-3p,Breast cancer
hsa-miR-373-3p,Breast neoplasms
hsa-miR-373-3p,Hepatitis C
hsa-miR-373-3p,Hilar cholangiocarcinoma
hsa-miR-373-3p,Cholangiocarcinoma
hsa-miR-373-3p,Esophageal cancer
hsa-miR-373-3p,Testicular germ cell cancer
hsa-miR-373-3p,Testicular germ cell tumor
hsa-miR-373-3p,Colorectal cancer
hsa-miR-373-3p,Esophageal squamous cell carcinoma
hsa-miR-519d-3p,Alzheimer disease
hsa-miR-519d-3p,Breast cancer
hsa-miR-519d-3p,Breast neoplasms
hsa-miR-519d-3p,Cervical cancer
hsa-miR-519d-3p,Colorectal cancer
hsa-miR-520a-3p,Carcinoma lung non-small-cell
hsa-miR-520a-3p,Non-small cell lung cancer
hsa-miR-520a-3p,Small cell lung cancer
hsa-miR-520c-3p,Prostate cancer
hsa-miR-520c-3p,Breast cancer
hsa-miR-520c-3p,Breast neoplasms
hsa-miR-520c-3p,Hepatocellular carcinoma
hsa-miR-520c-3p,Liver hepatocellular carcinoma
hsa-miR-520d-3p,Gastric cancer
hsa-miR-520d-3p,Osteosarcoma
hsa-miR-874-3p,Prostatic neoplasms
hsa-miR-93-5p,Gastric cancer
hsa-miR-93-5p,Stomach cancer
hsa-miR-93-5p,Polycystic ovary syndrome
hsa-miR-93-5p,Leiomyoma
hsa-miR-93-5p,Endometrial cancer
hsa-miR-93-5p,Breast cancer
hsa-miR-93-5p,Breast neoplasms
hsa-miR-93-5p,Pituitary neoplasms
hsa-miR-93-5p,Syndrome
hsa-miR-93-5p,Osteosarcoma
hsa-miR-93-5p,Pituitary adenoma
hsa-miR-93-5p,Non-small cell lung cancer
hsa-miR-93-5p,Esophageal adenocarcinoma
hsa-miR-93-5p,Prolactinoma
hsa-miR-93-5p,Early hepatocellular carcinoma
hsa-miR-93-5p,Hepatocellular carcinoma
hsa-miR-93-5p,T-cell leukemia
hsa-miR-93-5p,Neuroblastoma
hsa-miR-93-5p,Burkitt lymphoma
hsa-miR-93-5p,Colorectal cancer
hsa-miR-93-5p,Colorectal neoplasms
hsa-miR-93-5p,Multiple myeloma
hsa-miR-93-5p,Prostatic neoplasms
hsa-miR-93-5p,Trophoblasts
hsa-miR-93-5p,Vesicular stomatitis
hsa-miR-224-5p,Alzheimer disease
hsa-miR-224-5p,Lewy body dementia
hsa-miR-224-5p,Breast cancer
hsa-miR-224-5p,Breast neoplasms
hsa-miR-224-5p,Melanoma
hsa-miR-224-5p,Ovarian cancer
hsa-miR-224-5p,Ovarian neoplasms
hsa-miR-224-5p,Uveal melanoma
hsa-miR-224-5p,Hepatocellular carcinoma
hsa-miR-224-5p,Prostatic neoplasms
hsa-miR-101-3p,Rheumatic heart diseases
hsa-miR-101-3p,Spinocerebellar ataxia type 1
hsa-miR-101-3p,Triple negative breast cancer
hsa-miR-101-3p,Prostate cancer
hsa-miR-101-3p,Gastric cancer
hsa-miR-101-3p,Stomach cancer
hsa-miR-101-3p,Urinary bladder cancer
hsa-miR-101-3p,Heart disease
hsa-miR-101-3p,Lung cancer
hsa-miR-101-3p,Breast cancer
hsa-miR-101-3p,Breast neoplasms
hsa-miR-101-3p,Colon cancer
hsa-miR-101-3p,Thyroid adenomas
hsa-miR-101-3p,Glioblastoma
hsa-miR-101-3p,Astrocytoma
hsa-miR-101-3p,Glioma
hsa-miR-101-3p,Malignant glioma
hsa-miR-101-3p,Gallbladder cancer
hsa-miR-101-3p,Osteosarcoma
hsa-miR-101-3p,Non small cell lung carcinoma
hsa-miR-101-3p,Non-small cell lung adenocarcinoma
hsa-miR-101-3p,Non-small cell lung cancer
hsa-miR-101-3p,Bladder transitional cell carcinoma
hsa-miR-101-3p,Early hepatocellular carcinoma
hsa-miR-101-3p,Hepatocellular carcinoma
hsa-miR-101-3p,Neuroblastoma
hsa-miR-101-3p,Acute myeloid leukemia
hsa-miR-101-3p,Colon and rectal adenocarcinoma
hsa-miR-101-3p,Colorectal cancer
hsa-miR-194-5p,Her2-receptor positive breast cancer
hsa-miR-194-5p,Autoimmune lymphoproliferative syndrome type 4
hsa-miR-194-5p,Alzheimer disease
hsa-miR-194-5p,Endometrial carcinoma
hsa-miR-194-5p,Glioblastoma
hsa-miR-194-5p,Glioma
hsa-miR-194-5p,Pancreatic ductal adenocarcinoma
hsa-miR-194-5p,Liver cancer
hsa-miR-194-5p,Esophageal cancer
hsa-miR-194-5p,Hepatocellular carcinoma
hsa-miR-194-5p,Neuroblastoma
hsa-miR-194-5p,Colorectal cancer
hsa-miR-194-5p,Diabetic nephropathies
hsa-miR-194-5p,Cardiac hypertrophy
hsa-miR-34a-5p,Multiple sclerosis chronic progressive
hsa-miR-34a-5p,Glomerulosclerosis
hsa-miR-34a-5p,Medulloblastoma
hsa-miR-34a-5p,Lymphoma
hsa-miR-34a-5p,Neuroblastoma with 1p36 deletion
hsa-miR-34a-5p,Prostate cancer
hsa-miR-34a-5p,Gastric cancer
hsa-miR-34a-5p,Stomach cancer
hsa-miR-34a-5p,Alzheimer disease
hsa-miR-34a-5p,Uterine fibroid
hsa-miR-34a-5p,Tuberous sclerosis
hsa-miR-34a-5p,Breast cancer
hsa-miR-34a-5p,Breast neoplasms
hsa-miR-34a-5p,Pancreatic cancer
hsa-miR-34a-5p,Melanoma
hsa-miR-34a-5p,Colon cancer
hsa-miR-34a-5p,Multiple sclerosis relapsing-remitting
hsa-miR-34a-5p,Relapsing-remitting multiple sclerosis
hsa-miR-34a-5p,Ovarian cancer
hsa-miR-34a-5p,Glioblastoma
hsa-miR-34a-5p,Glioblastoma multiforme
hsa-miR-34a-5p,Glioma
hsa-miR-34a-5p,Malignant glioma
hsa-miR-34a-5p,Chronic obstructive pulmonary disease
hsa-miR-34a-5p,Bipolar disorder
hsa-miR-34a-5p,Osteosarcoma
hsa-miR-34a-5p,Ewing sarcoma
hsa-miR-34a-5p,Pulmonary fibrosis
hsa-miR-34a-5p,Carcinoma lung non-small-cell
hsa-miR-34a-5p,Non-small cell lung cancer
hsa-miR-34a-5p,Kidney renal clear cell carcinoma
hsa-miR-34a-5p,Renal cell carcinoma
hsa-miR-34a-5p,Uveal melanoma
hsa-miR-34a-5p,HBV+ hepatocellular carcinoma
hsa-miR-34a-5p,Hepatocellular carcinoma
hsa-miR-34a-5p,Retinoblastoma
hsa-miR-34a-5p,Neuroblastoma
hsa-miR-34a-5p,Acute myelocytic leukemia
hsa-miR-34a-5p,Acute myeloid leukemia
hsa-miR-34a-5p,Nasopharynx carcinoma
hsa-miR-34c-5p,Parkinson disease
hsa-miR-34c-5p,Breast cancer
hsa-miR-34c-5p,Breast neoplasms
hsa-miR-34c-5p,Melanoma
hsa-miR-34c-5p,Ovarian neoplasms
hsa-miR-34c-5p,Laryngeal carcinoma
hsa-miR-34c-5p,Pancreatic ductal adenocarcinoma
hsa-miR-34c-5p,Carcinoma lung non-small-cell
hsa-miR-34c-5p,Non-small cell lung cancer
hsa-miR-34c-5p,Neuroblastoma
hsa-miR-34c-5p,Colorectal cancer
hsa-miR-449a,Prostate cancer
hsa-miR-449a,Prostate neoplasms
hsa-miR-449a,Gastric cancer
hsa-miR-449a,Gastric neoplasms
