lncRNA,disease
TTN-AS1,Cholangiocarcinoma
TTN-AS1,Acute myeloid leukemia
TTN-AS1,Intrahepatic cholangiocarcinoma
TTN-AS1,Ovarian epithelial cancer
TTN-AS1,Triple negative breast cancer
TTN-AS1,Aortic valve disease
TTN-AS1,Uterine cervical neoplasms
KLF7-IT1,Alzheimer disease
KLF7-IT1,Colon cancer
KLF7-IT1,Hepatocellular carcinoma
KANSL1L-AS1,Multiple sclerosis chronic progressive
KANSL1L-AS1,Spinocerebellar ataxia type 1
KANSL1L-AS1,Myeloid neoplasm
KANSL1L-AS1,Prostate carcinoma
KANSL1L-AS1,Alzheimer disease
KANSL1L-AS1,Multiple sclerosis relapsing-remitting
KANSL1L-AS1,Relapsing-remitting multiple sclerosis
KANSL1L-AS1,Infantile hemangioma
KANSL1L-AS1,Glioma
KANSL1L-AS1,Malignant glioma
KANSL1L-AS1,Carcinoma lung non-small-cell
KANSL1L-AS1,Non-small cell lung adenocarcinoma
KANSL1L-AS1,Non-small cell lung cancer
KANSL1L-AS1,Cervical cancer
KANSL1L-AS1,Nasopharyngeal carcinoma
KANSL1L-AS1,Diabetes mellitus
KANSL1L-AS1,Type 2 diabetes mellitus
KANSL1L-AS1,Idiopathic pulmonary fibrosis
KANSL1L-AS1,Gastric cancer
KANSL1L-AS1,Bladder cancer
KANSL1L-AS1,Pituitary neoplasms
KANSL1L-AS1,Pituitary adenoma
KANSL1L-AS1,Hepatocellular carcinoma
KANSL1L-AS1,T-cell leukemia
KANSL1L-AS1,Diabetic nephropathies
KANSL1L-AS1,Lymphoblastic lymphoma
KANSL1L-AS1,Thyroid carcinoma anaplastic
KANSL1L-AS1,Breast cancer
KANSL1L-AS1,Breast neoplasms
KANSL1L-AS1,Melanoma
KANSL1L-AS1,Thyroid adenomas
KANSL1L-AS1,Glioblastoma
KANSL1L-AS1,Notch-induced t-cell acute lymphoblastic leukemia
KANSL1L-AS1,T-cell acute lymphoblastic leukemia
KANSL1L-AS1,Cowden disease
KANSL1L-AS1,Neuroblastoma
KANSL1L-AS1,Lymphosarcoma
KANSL1L-AS1,Acute myelogenous leukemia
KANSL1L-AS1,Acute myeloid leukemia
KANSL1L-AS1,Colorectal cancer
KANSL1L-AS1,Multiple myeloma
KANSL1L-AS1,Esophageal squamous cell carcinoma
KANSL1L-AS1,Chronic pain
KANSL1L-AS1,Medulloblastoma
KANSL1L-AS1,Malignant lymphoma
KANSL1L-AS1,Encephalitis japanese
KANSL1L-AS1,Lung cancer
KANSL1L-AS1,Fragile x syndrome
KANSL1L-AS1,Malignant melanoma
KANSL1L-AS1,Coronary artery disease
KANSL1L-AS1,Myasthenia gravis autoimmune experimental
KANSL1L-AS1,B-cell lymphoma
KANSL1L-AS1,B-cell non-hodgkin lymphoma
KANSL1L-AS1,Crohn disease
KANSL1L-AS1,Intermediate coronary syndrome
KANSL1L-AS1,Uterine cervical neoplasms
KANSL1L-AS1,Stroke lacunar
KANSL1L-AS1,Vogt-koyanagi-harada disease
KANSL1L-AS1,Pancreatic cancer
KANSL1L-AS1,Renal carcinoma
CATIP-AS1,Idiopathic pulmonary fibrosis
CATIP-AS1,Multiple sclerosis chronic progressive
CATIP-AS1,Gastric cancer
CATIP-AS1,Stomach cancer
CATIP-AS1,Alzheimer disease
CATIP-AS1,Bladder cancer
CATIP-AS1,Duchenne muscular dystrophy
CATIP-AS1,Breast cancer
CATIP-AS1,Breast neoplasms
CATIP-AS1,Cancer
CATIP-AS1,Invasive squamous cell carcinomas
CATIP-AS1,Squamous cell carcinoma
CATIP-AS1,Melanoma
CATIP-AS1,Epithelial ovarian cancer
CATIP-AS1,Multiple sclerosis relapsing-remitting
CATIP-AS1,Prostate adenocarcinoma
CATIP-AS1,Endometriosis
CATIP-AS1,malignant glioma
CATIP-AS1,Meningioma
CATIP-AS1,Carcinoma lung non-small-cell
CATIP-AS1,Papillary thyroid carcinoma
CATIP-AS1,Adenocarcinoma of esophagus
CATIP-AS1,Intrahepatic cholangiocarcinoma
CATIP-AS1,Gastric carcinoma
CATIP-AS1,Head and neck squamous cell carcinoma
CATIP-AS1,Heart failure
CATIP-AS1,Uveal melanoma
CATIP-AS1,Hepatocellular carcinoma
CATIP-AS1,Colorectal cancer
CATIP-AS1,Ovarian epithelial cancer
CATIP-AS1,Cardiac hypertrophy
CATIP-AS1,Medulloblastoma
CATIP-AS1,Choriocarcinoma
CATIP-AS1,Cervical cancer
CATIP-AS1,Diabetic nephropathies
CATIP-AS1,Cardiomegaly
CATIP-AS1,Lung cancer
CATIP-AS1,Endometrial cancer
CATIP-AS1,Ovary epithelial cancer
CATIP-AS1,Osteosarcoma
CATIP-AS1,Ovarian carcinoma
CATIP-AS1,Multiple sclerosis
CATIP-AS1,Stroke lacunar
MFF-DT,Multiple sclerosis chronic progressive
MFF-DT,Precursor cell lymphoblastic leukemia-lymphoma
MFF-DT,Breast cancer
MFF-DT,Breast neoplasms
MFF-DT,Relapsing-remitting multiple sclerosis
MFF-DT,Ovarian cancer
MFF-DT,Asthma
MFF-DT,Kidney diseases
MFF-DT,Hepatocellular carcinoma
MFF-DT,Osteoarthritis
MFF-DT,Acute myeloid leukemia
CAPN10-DT,Multiple sclerosis chronic progressive
CAPN10-DT,Prostate cancer
CAPN10-DT,Gastric cancer
CAPN10-DT,Alzheimer disease
CAPN10-DT,Melanoma
CAPN10-DT,Multiple sclerosis relapsing-remitting
CAPN10-DT,Relapsing-remitting multiple sclerosis
CAPN10-DT,Epilepsy temporal lobe
CAPN10-DT,Insulinoma
CAPN10-DT,Intrahepatic cholangiocarcinoma
CAPN10-DT,Cholangiocarcinoma
CAPN10-DT,Aortic valve disease
CAPN10-DT,Hepatocellular carcinoma
CAPN10-DT,Neuroblastoma
CAPN10-DT,Acute myeloid leukemia
CAPN10-DT,Kidney diseases
CAPN10-DT,Colorectal cancer
LINC01238,Medulloblastoma
LINC01238,Alzheimer disease
LINC01238,Breast cancer
LINC01238,Breast neoplasms
LINC01238,Glioblastoma
LINC01238,Glioma
LINC01238,Malignant glioma
LINC01238,Carcinoma lung non-small-cell
LINC01238,Non-small cell lung cancer
LINC01238,Hepatocellular carcinoma
LINC01238,Disease of metabolism
LINC01238,Metabolic disease
LINC01238,Multiple sclerosis chronic progressive
LINC01238,Triple negative breast cancer
LINC01238,Anencephaly
LINC01238,Gastric cancer
LINC01238,Stomach cancer
LINC01238,Alzheimer disease susceptibility to
LINC01238,Huntington disease
LINC01238,Chorea
LINC01238,Malignant melanoma
LINC01238,Melanoma
LINC01238,Multiple sclerosis relapsing-remitting
LINC01238,Ovarian cancer
LINC01238,Ovarian neoplasms
LINC01238,Melas syndrome
LINC01238,Gastric adenocarcinoma
LINC01238,Stomach adenocarcinoma
LINC01238,Uveal melanoma
LINC01238,Progressive supranuclear palsy
LINC01238,Supranuclear palsy progressive
LINC01238,Hepatoma
LINC01238,Liver hepatocellular carcinoma
LINC01238,Neuroblastoma
LINC01238,Hodgkin lymphoma
LINC01238,Prostatic neoplasms
ZNF337-AS1,Tongue squamous cell carcinoma
ZNF337-AS1,Oral squamous cell carcinoma
ZNF337-AS1,Medulloblastoma
ZNF337-AS1,Anencephaly
ZNF337-AS1,Anaplastic thyroid carcinoma
ZNF337-AS1,Alzheimer disease
ZNF337-AS1,Fragile x syndrome
ZNF337-AS1,Pancreatic cancer
ZNF337-AS1,Melanoma
ZNF337-AS1,Glioblastoma
ZNF337-AS1,Astrocytoma
ZNF337-AS1,Gallbladder cancer
ZNF337-AS1,Non-small cell lung cancer
ZNF337-AS1,Cervical cancer
ZNF337-AS1,Renal carcinoma
ZNF337-AS1,Cholangiocarcinoma
ZNF337-AS1,Gallbladder carcinoma
ZNF337-AS1,Head and neck squamous cell carcinoma
ZNF337-AS1,Heart failure
ZNF337-AS1,Retinoblastoma
ZNF337-AS1,Osteoarthritis
ZNF337-AS1,Nasopharyngeal carcinoma
ZNF337-AS1,Prostatic neoplasms
ZNF337-AS1,Myocardial ischemia
ZNF337-AS1,Idiopathic pulmonary fibrosis
ZNF337-AS1,Prostate cancer
ZNF337-AS1,Early hepatocellular carcinoma
ZNF337-AS1,Hepatocellular carcinoma
ZNF337-AS1,Neuroblastoma
ZNF337-AS1,Colorectal cancer
ZNF337-AS1,Cardiomegaly
ZNF337-AS1,Multiple sclerosis chronic progressive
ZNF337-AS1,Estrogen-receptor positive breast cancer
ZNF337-AS1,Chorea
ZNF337-AS1,Thrombocytopenia
ZNF337-AS1,Breast cancer
ZNF337-AS1,Breast neoplasms
ZNF337-AS1,Colon cancer
ZNF337-AS1,Multiple sclerosis relapsing-remitting
ZNF337-AS1,Relapsing-remitting multiple sclerosis
ZNF337-AS1,Asthma
ZNF337-AS1,Amyotrophic lateral sclerosis
ZNF337-AS1,Intrahepatic cholangiocarcinoma
ZNF337-AS1,Pulmonary emphysema
MIR663AHG,Alzheimer disease
MIR663AHG,Cardiovascular disease
MIR663AHG,Breast cancer
MIR663AHG,Breast neoplasms
MIR663AHG,Neuroblastoma
MIR663AHG,Chronic myeloid leukemia
MIR663AHG,Acute myelocytic leukemia
MIR663AHG,Acute myeloid leukemia
MIR663AHG,Colorectal cancer
MIR663AHG,Abortion spontaneous
MIR663AHG,Cardiomegaly
MIR663AHG,Neurofibromatosis 1
MIR663AHG,Endometriosis of uterus
MIR663AHG,Glioblastoma
MIR663AHG,Glioma
MIR663AHG,Malignant glioma
MIR663AHG,Malignant peripheral nerve sheath tumor
MIR663AHG,Hepatocellular carcinoma
MIR663AHG,Esophageal squamous cell carcinoma
MIR663AHG,Uterine cervical neoplasms
MIR663AHG,Prostatic neoplasms
MIR663AHG,Nerve degeneration
SNHG17,Breast cancer
SNHG17,Breast neoplasms
SNHG17,Colon cancer
SNHG17,Glioma
SNHG17,Malignant glioma
SNHG17,Lung adenocarcinoma
SNHG17,Osteoarthritis
SNHG17,Ischemia/reperfusion injury
SNHG17,Multiple sclerosis chronic progressive
SNHG17,Gastric cancer
SNHG17,Stomach cancer
SNHG17,Alzheimer disease
SNHG17,Chorea
SNHG17,Parkinson disease
SNHG17,Squamous cell carcinoma
SNHG17,Vascular diseases
SNHG17,Pancreatic cancer
SNHG17,Melanoma
SNHG17,Multiple sclerosis relapsing-remitting
SNHG17,Relapsing-remitting multiple sclerosis
SNHG17,Ovarian cancer
SNHG17,Ovarian neoplasms
SNHG17,Amyotrophic lateral sclerosis
SNHG17,Osteosarcoma
SNHG17,Non-small cell lung cancer
SNHG17,Thyroid carcinoma
SNHG17,Cervical cancer
SNHG17,Intrahepatic cholangiocarcinoma
SNHG17,Heart failure
SNHG17,Pulmonary hypertension
SNHG17,Hepatocellular carcinoma
SNHG17,Multiple myeloma
SNHG17,Cardiomegaly
SNHG17,Prostate cancer
SNHG17,Medulloblastoma
SNHG17,Carcinoma lung non-small-cell
SNHG17,Cholangiocarcinoma
SNHG17,Acute myeloid leukemia
SNHG11,Medulloblastoma
SNHG11,Prostate cancer
SNHG11,Alzheimer disease
SNHG11,Melanoma
SNHG11,Neuroblastoma
SNHG11,Prostatic neoplasms
ZFAS1,Medulloblastoma
ZFAS1,Lymphoma
ZFAS1,Malignant lymphoma
ZFAS1,Chronic lymphocytic leukemia
ZFAS1,Osteoporosis
ZFAS1,Non-small cell lung cancer
ZFAS1,Papillary thyroid carcinoma
ZFAS1,Neuroblastoma
ZFAS1,Esophageal squamous cell carcinoma
ZFAS1,Cardiomegaly
ZFAS1,Colon cancer
ZFAS1,Glioblastoma
ZFAS1,Hepatocellular carcinoma
PELATON,Acute promyelocytic leukemia
PELATON,Alzheimer disease
PELATON,Fragile x syndrome
PELATON,Melanoma
PELATON,Multiple sclerosis relapsing-remitting
PELATON,Carcinoma lung non-small-cell
PELATON,Non-small cell lung cancer
PELATON,Lung adenocarcinoma
PELATON,Carcinoma renal cell
PELATON,Kidney chromophobe cancer
PELATON,Renal cell carcinoma
PELATON,Nasopharyngeal carcinoma
PELATON,Oral squamous cell carcinoma
PELATON,Triple negative breast cancer
PELATON,Prostate cancer
PELATON,Bladder cancer
PELATON,Lung cancer
PELATON,Breast cancer
PELATON,Breast neoplasms
PELATON,Hereditary spastic paraplegia
PELATON,Cholangiocarcinoma
PELATON,Hepatocellular carcinoma
PELATON,Uterine cervical neoplasms
PELATON,Prostatic neoplasms
APCDD1L-DT,Multiple sclerosis chronic progressive
APCDD1L-DT,Medulloblastoma
APCDD1L-DT,Gastric cancer
APCDD1L-DT,Alzheimer disease
APCDD1L-DT,Bladder cancer
APCDD1L-DT,Melanoma
APCDD1L-DT,Multiple sclerosis relapsing-remitting
APCDD1L-DT,Thyroid adenomas
APCDD1L-DT,malignant glioma
APCDD1L-DT,Hepatocellular carcinoma
APCDD1L-DT,Liver hepatocellular carcinoma
APCDD1L-DT,Classic hodgkin lymphoma
APCDD1L-DT,Hodgkin lymphoma
APCDD1L-DT,Colorectal cancer
APCDD1L-DT,Wounds and injuries
APCDD1L-DT,Breast cancer
APCDD1L-DT,Breast neoplasms
APCDD1L-DT,Atherosclerosis
APCDD1L-DT,Glioma
APCDD1L-DT,Peutz-jeghers syndrome
APCDD1L-DT,Carcinoma lung non-small-cell
GNAS-AS1,Multiple sclerosis chronic progressive
GNAS-AS1,Tongue squamous cell carcinoma
GNAS-AS1,Oral squamous cell carcinoma
GNAS-AS1,Alzheimer disease
GNAS-AS1,Bladder cancer
GNAS-AS1,Lung cancer
GNAS-AS1,Glioblastoma
GNAS-AS1,Astrocytoma
GNAS-AS1,Osteosarcoma
GNAS-AS1,Lung small cell carcinoma
GNAS-AS1,Small cell lung cancer
GNAS-AS1,Schizophrenia
GNAS-AS1,Heart failure
GNAS-AS1,Hepatocellular carcinoma
GNAS-AS1,Hodgkin lymphoma
GNAS-AS1,Acute myeloid leukemia
GNAS-AS1,Colorectal cancer
GNAS-AS1,Colorectal neoplasms
GNAS-AS1,Cardiac hypertrophy
GNAS-AS1,Vesicular stomatitis
GNAS-AS1,Glomerulosclerosis
GNAS-AS1,Medulloblastoma
GNAS-AS1,Lymphoma
GNAS-AS1,Neuroblastoma with 1p36 deletion
GNAS-AS1,Prostate cancer
GNAS-AS1,Gastric cancer
GNAS-AS1,Stomach cancer
GNAS-AS1,Uterine fibroid
GNAS-AS1,Tuberous sclerosis
GNAS-AS1,Breast cancer
GNAS-AS1,Breast neoplasms
GNAS-AS1,Pancreatic cancer
GNAS-AS1,Melanoma
GNAS-AS1,Colon cancer
GNAS-AS1,Multiple sclerosis relapsing-remitting
GNAS-AS1,Relapsing-remitting multiple sclerosis
GNAS-AS1,Ovarian cancer
GNAS-AS1,Glioblastoma multiforme
GNAS-AS1,Glioma
GNAS-AS1,Malignant glioma
GNAS-AS1,Chronic obstructive pulmonary disease
GNAS-AS1,Bipolar disorder
GNAS-AS1,Ewing sarcoma
GNAS-AS1,Pulmonary fibrosis
GNAS-AS1,Carcinoma lung non-small-cell
GNAS-AS1,Non-small cell lung cancer
GNAS-AS1,Kidney renal clear cell carcinoma
GNAS-AS1,Renal cell carcinoma
GNAS-AS1,Uveal melanoma
GNAS-AS1,HBV+ hepatocellular carcinoma
GNAS-AS1,Retinoblastoma
GNAS-AS1,Neuroblastoma
GNAS-AS1,Acute myelocytic leukemia
GNAS-AS1,Nasopharynx carcinoma
GNAS-AS1,Parkinson disease
GNAS-AS1,Ovarian neoplasms
GNAS-AS1,Laryngeal carcinoma
GNAS-AS1,Pancreatic ductal adenocarcinoma
GNAS-AS1,Prostate neoplasms
GNAS-AS1,Gastric neoplasms
GNAS-AS1,Lung neoplasms
GNAS-AS1,Neoplasms
GNAS-AS1,Hepatitis C
GNAS-AS1,Hepatitis c virus infection
GNAS-AS1,Colon neoplasms
GNAS-AS1,Liver cancer
GNAS-AS1,Adenocarcinoma gastric
GNAS-AS1,Gastric adenocarcinoma
GNAS-AS1,Adenocarcinoma lung
GNAS-AS1,Adrenocortical carcinoma
GNAS-AS1,Carcinoma adrenocortical
GNAS-AS1,Salivary gland cancer
GNAS-AS1,Salivary gland neoplasms
GNAS-AS1,Liver cirrhosis
MIR646HG,Multiple sclerosis chronic progressive
MIR646HG,Medulloblastoma
MIR646HG,Acute promyelocytic leukemia
MIR646HG,Precursor cell lymphoblastic leukemia-lymphoma
MIR646HG,Neurofibromatosis 1
MIR646HG,Prostate cancer
MIR646HG,Alzheimer disease
MIR646HG,Breast cancer
MIR646HG,Breast neoplasms
MIR646HG,Pituitary neoplasms
MIR646HG,Pituitary somatomammotrophic tumor
MIR646HG,Melanoma
MIR646HG,Atherosclerosis
MIR646HG,Multiple sclerosis relapsing-remitting
MIR646HG,Ovarian neoplasms
MIR646HG,Glioblastoma
MIR646HG,Glioma
MIR646HG,Malignant glioma
MIR646HG,Amyotrophic lateral sclerosis
MIR646HG,Pituitary adenoma
MIR646HG,Growth hormone-secreting pituitary adenoma
MIR646HG,Neuroblastoma
MIR646HG,Acute myelogenous leukemia
MIR646HG,Acute myeloid leukemia
MIR646HG,Acute lymphoblastic leukemia
MIR646HG,Acute lymphocytic leukemia
MIR646HG,Leukemia lymphoblastic acute
MIR646HG,Nerve degeneration
MIR646HG,Glomerulosclerosis
MIR646HG,Myeloproliferative neoplasm
MIR646HG,Relapsing-remitting multiple sclerosis
MIR646HG,Ovarian cancer
MIR646HG,Renal cell carcinoma
MIR646HG,Hepatocellular carcinoma
MIR646HG,Urinary bladder cancer
MIR646HG,Urinary bladder neoplasms
MIR646HG,Primary pulmonary hypertension
MIR646HG,Cancer
MIR646HG,Neoplasms
MIR646HG,Non-small cell lung cancer
LINC02246,Medulloblastoma
LINC02246,Prostate cancer
LINC02246,Alzheimer disease
LINC02246,Melanoma
LINC02246,Neuroblastoma
LINC02246,Prostatic neoplasms
LINC01689,Alzheimer disease
LINC01689,Melanoma
LINC01689,Osteosarcoma
LINC01689,Stroke lacunar
LINC00649,Polycystic liver disease
LINC00649,Multiple sclerosis chronic progressive
LINC00649,Estrogen-receptor positive breast cancer
LINC00649,Acute promyelocytic leukemia
LINC00649,B-cell chronic lymphocytic leukemia
LINC00649,Chronic lymphocytic leukemia
LINC00649,Endometrial cancer
LINC00649,Breast cancer
LINC00649,Breast neoplasms
LINC00649,Pituitary neoplasms
LINC00649,Pancreatic cancer
LINC00649,Malignant melanoma
LINC00649,Melanoma
LINC00649,Multiple sclerosis relapsing-remitting
LINC00649,Relapsing-remitting multiple sclerosis
LINC00649,Ovarian cancer
LINC00649,Glioma
LINC00649,Malignant glioma
LINC00649,Amyotrophic lateral sclerosis
LINC00649,Carcinoma lung non-small-cell
LINC00649,Non-small cell lung adenocarcinoma
LINC00649,Non-small cell lung cancer
LINC00649,Hepatocellular carcinoma
LINC00649,Chronic myeloid leukemia
LINC00649,Myeloid leukemia
LINC00649,Multiple myeloma
LINC00649,Myeloma
LINC00649,Gastric cancer
LINC00649,Alzheimer disease
LINC00649,Encephalitis japanese
LINC00649,Colorectal cancer
LINC00649,Cardiac hypertrophy
LINC00649,Cardiomegaly
LINC00649,Mantle cell lymphoma
LINC00649,Oral squamous cell carcinoma
LINC00649,Prostate cancer
LINC00649,Stomach cancer
LINC00649,Malaria
LINC00649,Down syndrome
LINC00649,Cancer
LINC00649,Glioblastoma
LINC00649,Astrocytoma
LINC00649,Carcinoma lung non small cell
LINC00649,Heart failure
LINC00649,Juvenile rheumatoid arthritis
LINC00649,Osteoarthritis
LINC00649,Ulcerative colitis
LINC00649,Stroke lacunar
LINC00649,Pheochromocytoma
LINC00649,Paraganglioma
LINC00649,Hirschsprung disease
LINC00649,Bladder cancer
LINC00649,Urinary bladder cancer
LINC00649,Thyroid cancer
LINC00649,Osteosarcoma
LINC00649,Adrenocortical cancer
LINC00649,Adrenocortical carcinoma
LINC00649,Renal cell carcinoma
LINC00649,Schizophrenia
LINC00649,Triple negative breast cancer
LINC00649,Intrahepatic cholangiocarcinoma
LINC00649,Aortic valve disease
LINC00649,Esophageal squamous cell carcinoma
LINC00649,Uterine cervical neoplasms
CBR3-AS1,Diffuse large b cell lymphoma
CBR3-AS1,Colorectal carcinoma
CBR3-AS1,Prostate cancer
CBR3-AS1,B-cell malignancy
CBR3-AS1,Gastric cancer
CBR3-AS1,Stomach cancer
CBR3-AS1,Alzheimer disease
CBR3-AS1,Bladder cancer
CBR3-AS1,Urinary bladder cancer
CBR3-AS1,Duchenne muscular dystrophy
CBR3-AS1,Breast cancer
CBR3-AS1,Breast neoplasms
CBR3-AS1,Squamous cell carcinoma
CBR3-AS1,Vascular diseases
CBR3-AS1,Pancreatic cancer
CBR3-AS1,Atherosclerosis
CBR3-AS1,Colon cancer
CBR3-AS1,Multiple sclerosis relapsing-remitting
CBR3-AS1,Glioma
CBR3-AS1,Malignant glioma
CBR3-AS1,Amyotrophic lateral sclerosis
CBR3-AS1,Osteosarcoma
CBR3-AS1,Cervical squamous cell carcinoma
CBR3-AS1,Cervical cancer
CBR3-AS1,T-cell leukemia
CBR3-AS1,T-cell leukemia jurkat cells
CBR3-AS1,Burkitt lymphoma
CBR3-AS1,Degenerative disc disease
CBR3-AS1,Colorectal cancer
CBR3-AS1,Obesity
CBR3-AS1,Esophageal squamous cell carcinoma
CBR3-AS1,Uterine cervical neoplasms
CBR3-AS1,Fever
CBR3-AS1,Stroke lacunar
CBR3-AS1,Relapsing-remitting multiple sclerosis
CBR3-AS1,Pancreatic neoplasms
CBR3-AS1,Papillary thyroid carcinoma
LINC01679,Idiopathic pulmonary fibrosis
LINC01679,Prostate cancer
LINC01679,Melanoma
LINC01679,Glioblastoma
LINC01679,Non-small cell lung cancer
LINC01679,Early hepatocellular carcinoma
LINC01679,Hepatocellular carcinoma
LINC01679,Neuroblastoma
LINC01679,Colorectal cancer
LINC01679,Cardiomegaly
LINC01679,Breast neoplasms
LINC00319,Renal fibrosis
LINC00319,Oral squamous cell carcinoma
LINC00319,Prostate cancer
LINC00319,Gastric cancer
LINC00319,Stomach cancer
LINC00319,Alzheimer disease
LINC00319,Cancer
LINC00319,Melanoma
LINC00319,Ovarian cancer
LINC00319,Ovarian neoplasms
LINC00319,Endometrial endometrioid carcinoma
LINC00319,Glioblastoma
LINC00319,Cholangiocarcinoma
LINC00319,Ulcerative colitis
LINC00319,Crohn disease
LINC00319,Colorectal cancer
LINC00319,Nasopharyngeal carcinoma
LINC00319,Ovarian epithelial cancer
LINC00319,Prostatic neoplasms
LINC00319,Lung cancer
LINC00319,Breast cancer
LINC00319,Breast neoplasms
LINC00319,Colon cancer
LINC00319,Meningioma
LINC00319,Biliary tract cancer
LINC00319,Early hepatocellular carcinoma
LINC00319,Hepatocellular carcinoma
LINC00313,Idiopathic pulmonary fibrosis
LINC00313,Multiple sclerosis chronic progressive
LINC00313,Gastric cancer
LINC00313,Stomach cancer
LINC00313,Alzheimer disease
LINC00313,Bladder cancer
LINC00313,Duchenne muscular dystrophy
LINC00313,Breast cancer
LINC00313,Breast neoplasms
LINC00313,Cancer
LINC00313,Invasive squamous cell carcinomas
LINC00313,Squamous cell carcinoma
LINC00313,Melanoma
LINC00313,Epithelial ovarian cancer
LINC00313,Multiple sclerosis relapsing-remitting
LINC00313,Prostate adenocarcinoma
LINC00313,Endometriosis
LINC00313,malignant glioma
LINC00313,Meningioma
LINC00313,Carcinoma lung non-small-cell
LINC00313,Papillary thyroid carcinoma
LINC00313,Adenocarcinoma of esophagus
LINC00313,Intrahepatic cholangiocarcinoma
LINC00313,Gastric carcinoma
LINC00313,Head and neck squamous cell carcinoma
LINC00313,Heart failure
LINC00313,Uveal melanoma
LINC00313,Hepatocellular carcinoma
LINC00313,Colorectal cancer
LINC00313,Ovarian epithelial cancer
LINC00313,Cardiac hypertrophy
LINC00313,Medulloblastoma
LINC00313,Choriocarcinoma
LINC00313,Cervical cancer
LINC00313,Diabetic nephropathies
LINC00313,Cardiomegaly
LINC00313,Spinocerebellar ataxia type 1
LINC00313,Lymphoblastic lymphoma
LINC00313,Thyroid carcinoma anaplastic
LINC00313,Thyroid adenomas
LINC00313,Glioblastoma
LINC00313,Glioma
LINC00313,Notch-induced t-cell acute lymphoblastic leukemia
LINC00313,T-cell acute lymphoblastic leukemia
LINC00313,Cowden disease
LINC00313,Neuroblastoma
LINC00313,Lymphosarcoma
LINC00313,Acute myelogenous leukemia
LINC00313,Acute myeloid leukemia
LINC00313,Multiple myeloma
LINC00313,Esophageal squamous cell carcinoma
LINC00313,Chronic pain
LINC00313,Malignant lymphoma
LINC00313,Encephalitis japanese
LINC00313,Lung cancer
LINC00313,Fragile x syndrome
LINC00313,Malignant melanoma
LINC00313,Coronary artery disease
LINC00313,Myasthenia gravis autoimmune experimental
LINC00313,B-cell lymphoma
LINC00313,B-cell non-hodgkin lymphoma
LINC00313,Crohn disease
LINC00313,Intermediate coronary syndrome
LINC00313,Nasopharyngeal carcinoma
LINC00313,Uterine cervical neoplasms
LINC00313,Stroke lacunar
LINC00313,Prostate cancer
LINC00313,Pancreatic cancer
LINC00313,Astrocytoma
LINC00313,Epilepsy temporal lobe
LINC00313,Lung carcinoma
LINC00313,Non-small cell lung cancer
LINC00313,Acute myocardial infarction
LINC00313,Prostatic neoplasms
LINC00313,Tongue squamous cell carcinoma
LINC00313,Oral squamous cell carcinoma
LINC00313,Osteosarcoma
LINC00313,Lung small cell carcinoma
LINC00313,Small cell lung cancer
LINC00313,Schizophrenia
LINC00313,Hodgkin lymphoma
LINC00313,Colorectal neoplasms
LINC00313,Vesicular stomatitis
LINC00313,Relapsing-remitting multiple sclerosis
LINC00313,Pancreatic neoplasms
LINC00313,Acute promyelocytic leukemia
LINC00313,Neurodegenerative diseases
LINC00313,Prion disease
TRPM2-AS,Anencephaly
TRPM2-AS,Neurofibromatosis 1
TRPM2-AS,Alzheimer disease
TRPM2-AS,Pancreatic cancer
TRPM2-AS,Cerebellar disease
TRPM2-AS,Amyotrophic lateral sclerosis
TRPM2-AS,Carcinoma lung non-small-cell
TRPM2-AS,Non-small cell lung cancer
TRPM2-AS,Esophageal cancer
TRPM2-AS,Hepatocellular carcinoma
TRPM2-AS,Hepatoma
TRPM2-AS,Cardiomegaly
TRPM2-AS,Acute promyelocytic leukemia
TRPM2-AS,Colorectal carcinoma
TRPM2-AS,Prostate cancer
TRPM2-AS,Prostate neoplasms
TRPM2-AS,Gastric cancer
TRPM2-AS,Gastric neoplasms
TRPM2-AS,Stomach cancer
TRPM2-AS,Urinary bladder cancer
TRPM2-AS,Urinary bladder neoplasms
TRPM2-AS,Head and neck neoplasms
TRPM2-AS,Lung cancer
TRPM2-AS,Lung neoplasms
TRPM2-AS,Breast cancer
TRPM2-AS,Breast neoplasms
TRPM2-AS,Cancer
TRPM2-AS,Neoplasms
TRPM2-AS,Squamous cell carcinoma
TRPM2-AS,Pituitary neoplasms
TRPM2-AS,Pancreatic neoplasms
TRPM2-AS,Hepatitis c virus infection
TRPM2-AS,Melanoma
TRPM2-AS,Colon cancer
TRPM2-AS,Ovarian cancer
TRPM2-AS,Ovarian neoplasms
TRPM2-AS,Acute kidney injury
TRPM2-AS,Glioblastoma
TRPM2-AS,Glioma
TRPM2-AS,Malignant glioma
TRPM2-AS,Gastrointestinal neoplasms
TRPM2-AS,Gastrointestinal system cancer
TRPM2-AS,Osteosarcoma
TRPM2-AS,Pancreatic ductal adenocarcinoma
TRPM2-AS,Renal clear cell carcinoma
TRPM2-AS,Schizophrenia
TRPM2-AS,Myocardial infarction
TRPM2-AS,Carcinoma hepatocellular
TRPM2-AS,Diabetes mellitus type 2
TRPM2-AS,Type 2 diabetes mellitus
TRPM2-AS,Esophageal squamous cell carcinoma
TRPM2-AS,Tongue squamous cell carcinoma
TRPM2-AS,Oral squamous cell carcinoma
TRPM2-AS,Medulloblastoma
TRPM2-AS,Anaplastic thyroid carcinoma
