miRNA,disease
hsa-miR-143-3p,Prostate Cancer
hsa-miR-143-3p,Prostate Neoplasm
hsa-miR-143-3p,Psoriasis
hsa-miR-143-3p,Pterygium
hsa-miR-143-3p,Pulmonary Hypertension
hsa-miR-143-3p,Rectum Adenocarcinoma
hsa-miR-143-3p,Rectum Cancer
hsa-miR-143-3p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-143-3p,Renal Cell Carcinoma
hsa-miR-143-3p,Renal Clear Cell Carcinoma
hsa-miR-143-3p,Retinoblastoma
hsa-miR-143-3p,Rheumatoid Arthritis
hsa-miR-143-3p,Schizophrenia
hsa-miR-143-3p,Sepsis
hsa-miR-143-3p,Small Cell Lung Cancer
hsa-miR-143-3p,Squamous Cell Carcinoma
hsa-miR-143-3p,Stomach Adenocarcinoma
hsa-miR-143-3p,Stomach Cancer
hsa-miR-143-3p,Systemic Lupus Erythematosus
hsa-miR-143-3p,T-Cell Leukemia
hsa-miR-143-3p,Thyroid Carcinoma
hsa-miR-143-3p,Triple-Negative Breast Cancer
hsa-miR-143-3p,Type 2 Diabetes Mellitus
hsa-miR-143-3p,Ulcerative Colitis
hsa-miR-143-3p,Urinary Bladder Cancer
hsa-miR-143-3p,Uterine Cancer
hsa-miR-143-3p,Uterine Cervical Neoplasm
hsa-miR-143-3p,Uterine Corpus Endometrial Carcinoma
hsa-miR-143-3p,Uveal Melanoma
hsa-miR-143-3p,Vascular Disease
hsa-miR-143-3p,Wilms Tumor
hsa-miR-144-3p,Abdominal Aortic Aneurysm
hsa-miR-144-3p,Acute Lymphoblastic Leukemia
hsa-miR-144-3p,Acute Myeloid Leukemia
hsa-miR-144-3p,Adenocarcinoma
hsa-miR-144-3p,Allergic Asthma
hsa-miR-144-3p,Alzheimer Disease
hsa-miR-144-3p,Amyotrophic Lateral Sclerosis
hsa-miR-144-3p,Anaplastic Thyroid Cancer
hsa-miR-144-3p,Aplastic Anemia
hsa-miR-144-3p,Astrocytoma
hsa-miR-144-3p,Atherosclerosis
hsa-miR-144-3p,Atrial Fibrillation
hsa-miR-144-3p,B-Cell Lymphoma
hsa-miR-144-3p,Biliary Atresia
hsa-miR-144-3p,Bipolar Disorder
hsa-miR-144-3p,Bladder Cancer
hsa-miR-144-3p,Bladder Urothelial Carcinoma
hsa-miR-144-3p,Breast Cancer
hsa-miR-144-3p,Breast Carcinoma
hsa-miR-144-3p,Breast Invasive Carcinoma
hsa-miR-144-3p,Burkitt Lymphoma
hsa-miR-144-3p,Carcinoma
hsa-miR-144-3p,Cardiovascular Disease
hsa-miR-144-3p,Cell Renal Cell Carcinoma
hsa-miR-144-3p,Cervical Cancer
hsa-miR-144-3p,Cholangiocarcinoma
hsa-miR-144-3p,Chronic Lymphocytic Leukemia
hsa-miR-144-3p,Chronic Myeloid Leukemia
hsa-miR-144-3p,Chronic Obstructive Pulmonary Disease
hsa-miR-144-3p,Clear Cell Renal Cell Carcinoma
hsa-miR-144-3p,Cleft Lip
hsa-miR-144-3p,Colon Adenocarcinoma
hsa-miR-144-3p,Colon Cancer
hsa-miR-144-3p,Colorectal Adenocarcinoma
hsa-miR-144-3p,Colorectal Cancer
hsa-miR-144-3p,Colorectal Carcinoma
hsa-miR-144-3p,Coronary Artery Disease
hsa-miR-144-3p,COVID-19
hsa-miR-144-3p,Diabetes Mellitus
hsa-miR-144-3p,Diabetic Cataract
hsa-miR-144-3p,Diabetic Nephropathy
hsa-miR-144-3p,Diffuse Large B-Cell Lymphoma
hsa-miR-144-3p,Dilated Cardiomyopathy
hsa-miR-144-3p,Endometrial Cancer
hsa-miR-144-3p,Ependymoma
hsa-miR-144-3p,Esophageal Cancer
hsa-miR-144-3p,Esophageal Carcinoma
hsa-miR-144-3p,Esophagus Squamous Cell Carcinoma
hsa-miR-144-3p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-144-3p,Fatty Liver Disease
hsa-miR-144-3p,Frontotemporal Dementia
hsa-miR-144-3p,Gastric Adenocarcinoma
hsa-miR-144-3p,Gastric Cancer
hsa-miR-144-3p,Gestational Diabetes Mellitus
hsa-miR-144-3p,Glaucoma
hsa-miR-144-3p,Glioblastoma
hsa-miR-144-3p,Glioma
hsa-miR-144-3p,Growth Hormone-Secreting Pituitary Adenoma
hsa-miR-144-3p,Head And Neck Squamous Cell Carcinoma
hsa-miR-144-3p,Hepatocellular Carcinoma
hsa-miR-144-3p,Her2-Receptor Positive Breast Cancer
hsa-miR-144-3p,HIV
hsa-miR-144-3p,Hodgkin's Lymphoma
hsa-miR-144-3p,Huntington's Disease
hsa-miR-144-3p,Intracranial Aneurysm
hsa-miR-144-3p,Intrahepatic Cholangiocarcinoma
hsa-miR-144-3p,Kidney Cancer
hsa-miR-144-3p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-144-3p,Laryngeal Squamous Cell Carcinoma
hsa-miR-144-3p,Leiomyoma
hsa-miR-144-3p,Leukemia
hsa-miR-144-3p,Liver Cancer
hsa-miR-144-3p,Liver Cirrhosis
hsa-miR-144-3p,Liver Fibrosis
hsa-miR-144-3p,Liver Hepatocellular Carcinoma
hsa-miR-144-3p,Lung Adenocarcinoma
hsa-miR-144-3p,Lung Cancer
hsa-miR-144-3p,Lung Non-Small Cell Carcinoma
hsa-miR-144-3p,Lung Small Cell Carcinoma
hsa-miR-144-3p,Lung Squamous Cell Carcinoma
hsa-miR-144-3p,Lymphoma
hsa-miR-144-3p,Malignant Glioma
hsa-miR-144-3p,Malignant Pleural Mesothelioma
hsa-miR-144-3p,Medulloblastoma
hsa-miR-144-3p,Melanoma
hsa-miR-144-3p,Metabolic Syndrome
hsa-miR-144-3p,Multiple Myeloma
hsa-miR-144-3p,Multiple Sclerosis
hsa-miR-144-3p,Myasthenia Gravis
hsa-miR-144-3p,Myocardial Infarction
hsa-miR-144-3p,Nasopharynx Cancer
hsa-miR-144-3p,Nasopharynx Carcinoma
hsa-miR-144-3p,Nephroblastoma
hsa-miR-144-3p,Neuroblastoma
hsa-miR-144-3p,Neurodegenerative Disease
hsa-miR-144-3p,Non-Hodgkin Lymphoma
hsa-miR-144-3p,Non-Small Cell Lung Adenocarcinoma
hsa-miR-144-3p,Non-Small Cell Lung Cancer
hsa-miR-144-3p,Obesity
hsa-miR-144-3p,Oral Squamous Cell Carcinoma
hsa-miR-144-3p,Osteoarthritis
hsa-miR-144-3p,Osteoporosis
hsa-miR-144-3p,Osteosarcoma
hsa-miR-144-3p,Ovarian Cancer
hsa-miR-144-3p,Pancreatic Adenocarcinoma
hsa-miR-144-3p,Pancreatic Cancer
hsa-miR-144-3p,Pancreatic Ductal Adenocarcinoma
hsa-miR-144-3p,Papillary Renal Cell Carcinoma
hsa-miR-144-3p,Papillary Thyroid Cancer
hsa-miR-144-3p,Papillary Thyroid Carcinoma
hsa-miR-144-3p,Parkinson Disease
hsa-miR-144-3p,Pituitary Adenoma
hsa-miR-144-3p,Pleural Mesothelioma
hsa-miR-144-3p,Pre-Eclampsia
hsa-miR-144-3p,Premature Ovarian Failure
hsa-miR-144-3p,Prostate Adenocarcinoma
hsa-miR-144-3p,Prostate Cancer
hsa-miR-144-3p,Prostate Neoplasm
hsa-miR-144-3p,Psoriasis
hsa-miR-144-3p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-144-3p,Renal Cancer
hsa-miR-144-3p,Renal Cell Carcinoma
hsa-miR-144-3p,Renal Clear Cell Carcinoma
hsa-miR-144-3p,Retinoblastoma
hsa-miR-144-3p,Rheumatoid Arthritis
hsa-miR-144-3p,Salivary Gland Cancer
hsa-miR-144-3p,Sarcoma
hsa-miR-144-3p,Schizophrenia
hsa-miR-144-3p,Sepsis
hsa-miR-144-3p,Small Cell Lung Cancer
hsa-miR-144-3p,Squamous Cell Carcinoma
hsa-miR-144-3p,Stomach Adenocarcinoma
hsa-miR-144-3p,Stomach Cancer
hsa-miR-144-3p,Thyroid Anaplastic Carcinoma
hsa-miR-144-3p,Thyroid Cancer
hsa-miR-144-3p,Thyroid Carcinoma
hsa-miR-144-3p,Thyroid Medullary Carcinoma
hsa-miR-144-3p,Tuberculosis
hsa-miR-144-3p,Type 1 Diabetes Mellitus
hsa-miR-144-3p,Type 2 Diabetes Mellitus
hsa-miR-144-3p,Uterine Cancer
hsa-miR-144-3p,Uterine Leiomyoma
hsa-miR-144-3p,Uveal Melanoma
hsa-miR-144-3p,Wilms Tumor
hsa-miR-145-5p,Acute Myeloid Leukemia
hsa-miR-145-5p,Adenocarcinoma
hsa-miR-145-5p,Age-Related Macular Degeneration
hsa-miR-145-5p,Alzheimer Disease
hsa-miR-145-5p,Amyotrophic Lateral Sclerosis
hsa-miR-145-5p,Asthma
hsa-miR-145-5p,Atherosclerosis
hsa-miR-145-5p,Atrial Fibrillation
hsa-miR-145-5p,Autism Spectrum Disorder
hsa-miR-145-5p,Biliary Atresia
hsa-miR-145-5p,Bladder Cancer
hsa-miR-145-5p,Bladder Urothelial Carcinoma
hsa-miR-145-5p,Breast Cancer
hsa-miR-145-5p,Breast Carcinoma
hsa-miR-145-5p,Breast Invasive Carcinoma
hsa-miR-145-5p,Carcinoma
hsa-miR-145-5p,Cardiomyopathy
hsa-miR-145-5p,Cardiovascular Disease
hsa-miR-145-5p,Cervical Cancer
hsa-miR-145-5p,Cervical Squamous Cell Carcinoma
hsa-miR-145-5p,Cholangiocarcinoma
hsa-miR-145-5p,Chordoma
hsa-miR-145-5p,Chronic Lymphocytic Leukemia
hsa-miR-145-5p,Chronic Obstructive Pulmonary Disease
hsa-miR-145-5p,Clear Cell Renal Cell Carcinoma
hsa-miR-145-5p,Colon Adenocarcinoma
hsa-miR-145-5p,Colon Cancer
hsa-miR-145-5p,Colorectal Cancer
hsa-miR-145-5p,Colorectal Carcinoma
hsa-miR-145-5p,Congenital Heart Defect
hsa-miR-145-5p,Coronary Artery Disease
hsa-miR-145-5p,Coronary Heart Disease
hsa-miR-145-5p,COVID-19
hsa-miR-145-5p,Diffuse Large B-Cell Lymphoma
hsa-miR-145-5p,Endometrial Cancer
hsa-miR-145-5p,Endometrial Carcinoma
hsa-miR-145-5p,Epithelial Ovarian Cancer
hsa-miR-145-5p,Esophageal Adenocarcinoma
hsa-miR-145-5p,Esophageal Cancer
hsa-miR-145-5p,Esophageal Carcinoma
hsa-miR-145-5p,Esophagus Squamous Cell Carcinoma
hsa-miR-145-5p,Ewing Sarcoma
hsa-miR-145-5p,Gastric Adenocarcinoma
hsa-miR-145-5p,Gastric Cancer
hsa-miR-145-5p,Glioblastoma
hsa-miR-145-5p,Glioma
hsa-miR-145-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-145-5p,Hemorrhagic Fever With Renal Syndrome
hsa-miR-145-5p,Hepatocellular Carcinoma
hsa-miR-145-5p,Her2-Receptor Positive Breast Cancer
hsa-miR-145-5p,HIV
hsa-miR-145-5p,Hodgkin's Lymphoma
hsa-miR-145-5p,Hypertension
hsa-miR-145-5p,Intracranial Aneurysm
hsa-miR-145-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-145-5p,Laryngeal Cancer
hsa-miR-145-5p,Laryngeal Squamous Cell Carcinoma
hsa-miR-145-5p,Leukemia
hsa-miR-145-5p,Liver Cancer
hsa-miR-145-5p,Lung Adenocarcinoma
hsa-miR-145-5p,Lung Cancer
hsa-miR-145-5p,Lung Non-Small Cell Carcinoma
hsa-miR-145-5p,Lung Small Cell Carcinoma
hsa-miR-145-5p,Lung Squamous Cell Carcinoma
hsa-miR-145-5p,Malignant Melanoma
hsa-miR-145-5p,Melanoma
hsa-miR-145-5p,Multiple Myeloma
hsa-miR-145-5p,Multiple Sclerosis
hsa-miR-145-5p,Myasthenia Gravis
hsa-miR-145-5p,Nasopharynx Carcinoma
hsa-miR-145-5p,Nephroblastoma
hsa-miR-145-5p,Non-Hodgkin Lymphoma
hsa-miR-145-5p,Non-Small Cell Lung Cancer
hsa-miR-145-5p,Obesity
hsa-miR-145-5p,Oral Squamous Cell Carcinoma
hsa-miR-145-5p,Osteosarcoma
hsa-miR-145-5p,Ovarian Cancer
hsa-miR-145-5p,Ovarian Carcinoma
hsa-miR-145-5p,Pancreatic Adenocarcinoma
hsa-miR-145-5p,Pancreatic Cancer
hsa-miR-145-5p,Pancreatic Ductal Adenocarcinoma
hsa-miR-145-5p,Papillary Renal Cell Carcinoma
hsa-miR-145-5p,Papillary Thyroid Carcinoma
hsa-miR-145-5p,Parkinson Disease
hsa-miR-145-5p,Periodontitis
hsa-miR-145-5p,Polycystic Ovary Syndrome
hsa-miR-145-5p,Pre-Eclampsia
hsa-miR-145-5p,Prostate Adenocarcinoma
hsa-miR-145-5p,Prostate Cancer
hsa-miR-145-5p,Prostate Neoplasm
hsa-miR-145-5p,Psoriasis
hsa-miR-145-5p,Pterygium
hsa-miR-145-5p,Pulmonary Artery Hypertension
hsa-miR-145-5p,Rectum Adenocarcinoma
hsa-miR-145-5p,Rectum Cancer
hsa-miR-145-5p,Renal Cell Carcinoma
hsa-miR-145-5p,Retinoblastoma
hsa-miR-145-5p,Rheumatoid Arthritis
hsa-miR-145-5p,Sarcoma
hsa-miR-145-5p,Sepsis
hsa-miR-145-5p,Sjogren Syndrome
hsa-miR-145-5p,Skin Cancer
hsa-miR-145-5p,Squamous Cell Carcinoma
hsa-miR-145-5p,Stomach Adenocarcinoma
hsa-miR-145-5p,Stomach Cancer
hsa-miR-145-5p,Synovial Sarcoma
hsa-miR-145-5p,Thymic Cancer
hsa-miR-145-5p,Thyroid Cancer
hsa-miR-145-5p,Thyroid Carcinoma
hsa-miR-145-5p,Tongue Squamous Cell Carcinoma
hsa-miR-145-5p,Tuberculosis
hsa-miR-145-5p,Type 1 Diabetes Mellitus
hsa-miR-145-5p,Type 2 Diabetes Mellitus
hsa-miR-145-5p,Uterine Cancer
hsa-miR-145-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-145-5p,Vascular Disease
hsa-miR-145-5p,Vitiligo
hsa-miR-145-5p,Wilms Tumor
hsa-miR-152-3p,Acute Lymphoblastic Leukemia
hsa-miR-152-3p,Acute Myeloid Leukemia
hsa-miR-152-3p,Adenocarcinoma
hsa-miR-152-3p,Age-Related Macular Degeneration
hsa-miR-152-3p,Alzheimer Disease
hsa-miR-152-3p,Amyotrophic Lateral Sclerosis
hsa-miR-152-3p,Asthma
hsa-miR-152-3p,Atherosclerosis
hsa-miR-152-3p,Autism Spectrum Disorder
hsa-miR-152-3p,B-Cell Lymphoma
hsa-miR-152-3p,Bladder Cancer
hsa-miR-152-3p,Bladder Urothelial Carcinoma
hsa-miR-152-3p,Brain Cancer
hsa-miR-152-3p,Breast Cancer
hsa-miR-152-3p,Breast Invasive Carcinoma
hsa-miR-152-3p,Cancer
hsa-miR-152-3p,Carcinoma
hsa-miR-152-3p,Cardiovascular Disease
hsa-miR-152-3p,Carotid Stenosis
hsa-miR-152-3p,Castration Resistant Prostate Cancer
hsa-miR-152-3p,Cell Renal Cell Carcinoma
hsa-miR-152-3p,Cervical Cancer
hsa-miR-152-3p,Cholangiocarcinoma
hsa-miR-152-3p,Choriocarcinoma
hsa-miR-152-3p,Chronic Fatigue Syndrome
hsa-miR-152-3p,Chronic Lymphocytic Leukemia
hsa-miR-152-3p,Chronic Myeloid Leukemia
hsa-miR-152-3p,Cleidocranial Dysplasia
hsa-miR-152-3p,Colon Adenocarcinoma
hsa-miR-152-3p,Colon Cancer
hsa-miR-152-3p,Colorectal Cancer
hsa-miR-152-3p,Colorectal Carcinoma
hsa-miR-152-3p,Dengue Disease
hsa-miR-152-3p,Diabetic Retinopathy
hsa-miR-152-3p,Diffuse Large B-Cell Lymphoma
hsa-miR-152-3p,Endometrial Adenocarcinoma
hsa-miR-152-3p,Endometrial Cancer
hsa-miR-152-3p,Endometrial Carcinoma
hsa-miR-152-3p,Endometrial Squamous Carcinoma
hsa-miR-152-3p,Epithelial Ovarian Cancer
hsa-miR-152-3p,Esophageal Cancer
hsa-miR-152-3p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-152-3p,Gastric Adenocarcinoma
hsa-miR-152-3p,Gastric Cancer
hsa-miR-152-3p,Gastrointestinal Cancer
hsa-miR-152-3p,Gastrointestinal Stromal Tumor
hsa-miR-152-3p,Gastrointestinal System Cancer
hsa-miR-152-3p,Glaucoma
hsa-miR-152-3p,Glioblastoma
hsa-miR-152-3p,Glioma
hsa-miR-152-3p,Head And Neck Cancer
hsa-miR-152-3p,Head And Neck Squamous Cell Carcinoma
hsa-miR-152-3p,Hematologic Cancer
hsa-miR-152-3p,Hepatitis B
hsa-miR-152-3p,Hepatocellular Carcinoma
hsa-miR-152-3p,Her2-Receptor Positive Breast Cancer
hsa-miR-152-3p,Hodgkin's Lymphoma
hsa-miR-152-3p,Idiopathic Pulmonary Fibrosis
hsa-miR-152-3p,Intracranial Aneurysm
hsa-miR-152-3p,Leiomyoma
hsa-miR-152-3p,Liver Cirrhosis
hsa-miR-152-3p,Liver Disease
hsa-miR-152-3p,Lung Adenocarcinoma
hsa-miR-152-3p,Lung Cancer
hsa-miR-152-3p,Lung Carcinoma
hsa-miR-152-3p,Lung Non-Small Cell Carcinoma
hsa-miR-152-3p,Lung Small Cell Carcinoma
hsa-miR-152-3p,Lung Squamous Cell Carcinoma
hsa-miR-152-3p,Lymphoma
hsa-miR-152-3p,Malignant Glioma
hsa-miR-152-3p,Malignant Melanoma
hsa-miR-152-3p,Melanoma
hsa-miR-152-3p,Meningioma
hsa-miR-152-3p,Multiple Myeloma
hsa-miR-152-3p,Multiple Sclerosis
hsa-miR-152-3p,Myocardial Infarction
hsa-miR-152-3p,Nasopharynx Cancer
hsa-miR-152-3p,Nasopharynx Carcinoma
hsa-miR-152-3p,Nephroblastoma
hsa-miR-152-3p,Neuroblastoma
hsa-miR-152-3p,Non-Small Cell Lung Adenocarcinoma
hsa-miR-152-3p,Non-Small Cell Lung Cancer
hsa-miR-152-3p,Obesity
hsa-miR-152-3p,Oral Squamous Cell Carcinoma
hsa-miR-152-3p,Osteoarthritis
hsa-miR-152-3p,Osteoporosis
hsa-miR-152-3p,Osteosarcoma
hsa-miR-152-3p,Ovarian Cancer
hsa-miR-152-3p,Ovarian Carcinoma
hsa-miR-152-3p,Pancreatic Adenocarcinoma
hsa-miR-152-3p,Pancreatic Cancer
hsa-miR-152-3p,Parkinson Disease
hsa-miR-152-3p,Pre-Eclampsia
hsa-miR-152-3p,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-miR-152-3p,Prostate Adenocarcinoma
hsa-miR-152-3p,Prostate Cancer
hsa-miR-152-3p,Prostate Neoplasm
hsa-miR-152-3p,Pterygium
hsa-miR-152-3p,Rectum Adenocarcinoma
hsa-miR-152-3p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-152-3p,Renal Cell Carcinoma
hsa-miR-152-3p,Renal Clear Cell Carcinoma
hsa-miR-152-3p,Renal Fibrosis
hsa-miR-152-3p,Rheumatoid Arthritis
hsa-miR-152-3p,Rosacea
hsa-miR-152-3p,Sjogren Syndrome
hsa-miR-152-3p,Small Cell Lung Cancer
hsa-miR-152-3p,Squamous Cell Carcinoma
hsa-miR-152-3p,Stomach Adenocarcinoma
hsa-miR-152-3p,Stomach Cancer
hsa-miR-152-3p,Systemic Lupus Erythematosus
hsa-miR-152-3p,Thoracic Aortic Aneurysm
hsa-miR-152-3p,Thyroid Cancer
hsa-miR-152-3p,Thyroid Carcinoma
hsa-miR-152-3p,Triple-Negative Breast Cancer
hsa-miR-152-3p,Tumor
hsa-miR-152-3p,Type 2 Diabetes Mellitus
hsa-miR-152-3p,Ulcerative Colitis
hsa-miR-152-3p,Urinary Bladder Cancer
hsa-miR-152-3p,Uterine Corpus Endometrial Carcinoma
hsa-miR-152-3p,Wilms Tumor
hsa-miR-153-3p,Acute Lymphoblastic Leukemia
hsa-miR-153-3p,Acute Myeloid Leukemia
hsa-miR-153-3p,Adenocarcinoma
hsa-miR-153-3p,Alzheimer Disease
hsa-miR-153-3p,Amyotrophic Lateral Sclerosis
hsa-miR-153-3p,Autism Spectrum Disorder
hsa-miR-153-3p,B-Cell Chronic Lymphocytic Leukemia
hsa-miR-153-3p,B-Cell Lymphoma
hsa-miR-153-3p,Bladder Cancer
hsa-miR-153-3p,Breast Cancer
hsa-miR-153-3p,Burkitt Lymphoma
hsa-miR-153-3p,Carcinoma
hsa-miR-153-3p,Chronic Lymphocytic Leukemia
hsa-miR-153-3p,Chronic Myeloid Leukemia
hsa-miR-153-3p,Colon Adenocarcinoma
hsa-miR-153-3p,Colon Cancer
hsa-miR-153-3p,Colorectal Cancer
hsa-miR-153-3p,Colorectal Carcinoma
hsa-miR-153-3p,COVID-19
hsa-miR-153-3p,Diabetic Nephropathy
hsa-miR-153-3p,Endometriosis
hsa-miR-153-3p,Ependymoma
hsa-miR-153-3p,Esophageal Carcinoma
hsa-miR-153-3p,Esophagus Squamous Cell Carcinoma
hsa-miR-153-3p,Estrogen-Receptor Positive Breast Cancer
hsa-miR-153-3p,Gastric Adenocarcinoma
hsa-miR-153-3p,Gastric Cancer
hsa-miR-153-3p,Glioblastoma
hsa-miR-153-3p,Glioma
hsa-miR-153-3p,Head And Neck Squamous Cell Carcinoma
hsa-miR-153-3p,Hepatocellular Carcinoma
hsa-miR-153-3p,Huntington's Disease
hsa-miR-153-3p,Intervertebral Disc Degeneration
hsa-miR-153-3p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-153-3p,Laryngeal Squamous Cell Carcinoma
hsa-miR-153-3p,Leukemia
hsa-miR-153-3p,Liver Cancer
hsa-miR-153-3p,Lung Adenocarcinoma
hsa-miR-153-3p,Lung Cancer
hsa-miR-153-3p,Lung Fibrosis
hsa-miR-153-3p,Lung Non-Small Cell Carcinoma
hsa-miR-153-3p,Lung Small Cell Carcinoma
hsa-miR-153-3p,Major Depressive Disorder
hsa-miR-153-3p,Malignant Glioma
hsa-miR-153-3p,Malignant Melanoma
hsa-miR-153-3p,Medulloblastoma
hsa-miR-153-3p,Meningioma
hsa-miR-153-3p,Multiple Sclerosis
hsa-miR-153-3p,Neuroblastoma
hsa-miR-153-3p,Neuroendocrine Neoplasm
hsa-miR-153-3p,Non-Hodgkin Lymphoma
hsa-miR-153-3p,Non-Small Cell Lung Cancer
hsa-miR-153-3p,Oral Cancer
hsa-miR-153-3p,Oral Squamous Cell Carcinoma
hsa-miR-153-3p,Osteoarthritis
hsa-miR-153-3p,Osteosarcoma
hsa-miR-153-3p,Ovarian Cancer
hsa-miR-153-3p,Pancreatic Adenocarcinoma
hsa-miR-153-3p,Pancreatic Cancer
hsa-miR-153-3p,Papillary Renal Cell Carcinoma
hsa-miR-153-3p,Parkinson Disease
hsa-miR-153-3p,Periodontitis
hsa-miR-153-3p,Pre-Eclampsia
hsa-miR-153-3p,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-miR-153-3p,Prostate Adenocarcinoma
hsa-miR-153-3p,Prostate Cancer
hsa-miR-153-3p,Pulmonary Artery Hypertension
hsa-miR-153-3p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-153-3p,Renal Cell Carcinoma
hsa-miR-153-3p,Renal Clear Cell Carcinoma
hsa-miR-153-3p,Retinoblastoma
hsa-miR-153-3p,Small Cell Lung Cancer
hsa-miR-153-3p,Stomach Adenocarcinoma
hsa-miR-153-3p,Thyroid Cancer
hsa-miR-153-3p,Thyroid Carcinoma
hsa-miR-153-3p,Uterine Corpus Endometrial Carcinoma
hsa-miR-191-5p,Acute Myocardial Infarction
hsa-miR-191-5p,Acute Respiratory Distress Syndrome
hsa-miR-191-5p,Alzheimer Disease
hsa-miR-191-5p,Amyotrophic Lateral Sclerosis
hsa-miR-191-5p,Asthma
hsa-miR-191-5p,B-Cell Lymphoma
hsa-miR-191-5p,Biliary Atresia
hsa-miR-191-5p,Bladder Urothelial Carcinoma
hsa-miR-191-5p,Breast Cancer
hsa-miR-191-5p,Breast Invasive Carcinoma
hsa-miR-191-5p,Burkitt Lymphoma
hsa-miR-191-5p,Carcinoma
hsa-miR-191-5p,Cardiovascular Disease
hsa-miR-191-5p,Carotid Stenosis
hsa-miR-191-5p,Cell Renal Cell Carcinoma
hsa-miR-191-5p,Cervical Cancer
hsa-miR-191-5p,Cholangiocarcinoma
hsa-miR-191-5p,Chordoma
hsa-miR-191-5p,Chronic Myeloid Leukemia
hsa-miR-191-5p,Chronic Obstructive Pulmonary Disease
hsa-miR-191-5p,Colon Adenocarcinoma
hsa-miR-191-5p,Colon Cancer
hsa-miR-191-5p,Colorectal Cancer
hsa-miR-191-5p,COVID-19
hsa-miR-191-5p,Down Syndrome
hsa-miR-191-5p,Ependymoma
hsa-miR-191-5p,Esophageal Cancer
hsa-miR-191-5p,Gastric Adenocarcinoma
hsa-miR-191-5p,Gastric Cancer
hsa-miR-191-5p,Head And Neck Cancer
hsa-miR-191-5p,Head And Neck Squamous Cell Carcinoma
hsa-miR-191-5p,Hepatocellular Carcinoma
hsa-miR-191-5p,Hypertension
hsa-miR-191-5p,Intracranial Aneurysm
hsa-miR-191-5p,Kidney Renal Papillary Cell Carcinoma
hsa-miR-191-5p,Liver Cancer
hsa-miR-191-5p,Lung Adenocarcinoma
hsa-miR-191-5p,Lung Small Cell Carcinoma
hsa-miR-191-5p,Lung Squamous Cell Carcinoma
hsa-miR-191-5p,Lymphoma
hsa-miR-191-5p,Meningioma
hsa-miR-191-5p,Multiple Myeloma
hsa-miR-191-5p,Multiple Sclerosis
hsa-miR-191-5p,Myocardial Infarction
hsa-miR-191-5p,Nasopharynx Carcinoma
hsa-miR-191-5p,Non-Hodgkin Lymphoma
hsa-miR-191-5p,Obesity
hsa-miR-191-5p,Oral Squamous Cell Carcinoma
hsa-miR-191-5p,Osteosarcoma
hsa-miR-191-5p,Ovarian Carcinoma
hsa-miR-191-5p,Pancreatic Adenocarcinoma
hsa-miR-191-5p,Pancreatic Cancer
hsa-miR-191-5p,Papillary Renal Cell Carcinoma
hsa-miR-191-5p,Parkinson Disease
hsa-miR-191-5p,Polycystic Ovary Syndrome
hsa-miR-191-5p,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-miR-191-5p,Prostate Adenocarcinoma
hsa-miR-191-5p,Pulmonary Hypertension
hsa-miR-191-5p,Relapsing-Remitting Multiple Sclerosis
hsa-miR-191-5p,Renal Cell Carcinoma
hsa-miR-191-5p,Renal Clear Cell Carcinoma
hsa-miR-191-5p,Retinoblastoma
hsa-miR-191-5p,Rheumatoid Arthritis
hsa-miR-191-5p,Sarcoma
hsa-miR-191-5p,Small Cell Lung Cancer
hsa-miR-191-5p,Stomach Adenocarcinoma
hsa-miR-191-5p,Synovial Sarcoma
hsa-miR-191-5p,Thoracic Aortic Aneurysm
hsa-miR-191-5p,Thyroid Carcinoma
hsa-miR-191-5p,Type 1 Diabetes Mellitus
hsa-miR-191-5p,Ulcerative Colitis
hsa-miR-191-5p,Uterine Corpus Endometrial Carcinoma
hsa-miR-9-5p,Acute Megakaryoblastic Leukemia
hsa-miR-9-5p,Acute Myeloid Leukemia
hsa-miR-9-5p,Alzheimer Disease
hsa-miR-9-5p,Amyotrophic Lateral Sclerosis
hsa-miR-9-5p,Asthma
hsa-miR-9-5p,Autoimmune Disease
hsa-miR-9-5p,B-Cell Lymphoma
hsa-miR-9-5p,Bipolar Disorder
hsa-miR-9-5p,Bladder Cancer
hsa-miR-9-5p,Breast Cancer
hsa-miR-9-5p,Breast Invasive Carcinoma
hsa-miR-9-5p,Burkitt Lymphoma
hsa-miR-9-5p,Cell Renal Cell Carcinoma
hsa-miR-9-5p,Cervical Cancer
hsa-miR-9-5p,Cervical Squamous Cell Carcinoma
hsa-miR-9-5p,Cholangiocarcinoma
