lncRNA,disease
TP53TG1,Lung Adenocarcinoma
TP53TG1,Lung Non-Small Cell Carcinoma
TP53TG1,Non-Small Cell Lung Cancer
TP53TG1,Ovarian Cancer
TP53TG1,Pancreatic Ductal Adenocarcinoma
TP53TG1,Periodontitis
TP53TG1,Triple-Negative Breast Cancer
LINC00310,Breast Cancer
LINC00310,Duchenne Muscular Dystrophy
LINC00310,Glioblastoma
LINC00310,Thyroid Cancer
LINC00313,Breast Cancer
LINC00313,Esophageal Cancer
LINC00313,Glioblastoma
LINC00313,Glioma
LINC00313,Hepatocellular Carcinoma
LINC00313,Kaposi's Sarcoma
LINC00313,Lung Cancer
LINC00313,Osteoarthritis
LINC00313,Osteosarcoma
LINC00313,Papillary Thyroid Cancer
LINC00313,Papillary Thyroid Carcinoma
LINC00313,Thyroid Cancer
MCM3AP-AS1,Breast Cancer
MCM3AP-AS1,Cervical Squamous Cell Carcinoma
MCM3AP-AS1,Chronic Obstructive Pulmonary Disease
MCM3AP-AS1,Clear Cell Renal Cell Carcinoma
MCM3AP-AS1,Colorectal Cancer
MCM3AP-AS1,Endometrioid Carcinoma
MCM3AP-AS1,Endometriosis
MCM3AP-AS1,Gastric Cancer
MCM3AP-AS1,Glioblastoma
MCM3AP-AS1,Hepatocellular Carcinoma
MCM3AP-AS1,Lung Cancer
MCM3AP-AS1,Nasopharynx Carcinoma
MCM3AP-AS1,Non-Small Cell Lung Cancer
MCM3AP-AS1,Oral Squamous Cell Carcinoma
MCM3AP-AS1,Osteoarthritis
MCM3AP-AS1,Pancreatic Cancer
MCM3AP-AS1,Papillary Thyroid Cancer
MCM3AP-AS1,Periodontitis
MCM3AP-AS1,Prostate Cancer
MCM3AP-AS1,Sepsis
MIR155HG,Astrocytoma
MIR155HG,B-Cell Chronic Lymphocytic Leukemia
MIR155HG,Breast Cancer
MIR155HG,Breast Invasive Carcinoma
MIR155HG,Cancer
MIR155HG,Cervical Cancer
MIR155HG,Chronic Lymphocytic Leukemia
MIR155HG,Chronic Obstructive Pulmonary Disease
MIR155HG,Clear Cell Renal Cell Carcinoma
MIR155HG,Colon Cancer
MIR155HG,Colorectal Cancer
MIR155HG,Diffuse Large B-Cell Lymphoma
MIR155HG,Gastric Cancer
MIR155HG,Glioblastoma
MIR155HG,Glioma
MIR155HG,Kidney Renal Papillary Cell Carcinoma
MIR155HG,Laryngeal Squamous Cell Cancer
MIR155HG,Liver Cancer
MIR155HG,Lung Adenocarcinoma
MIR155HG,Malignant Glioma
MIR155HG,Melanoma
MIR155HG,Non-Small Cell Lung Cancer
MIR155HG,Ovarian Cancer
MIR155HG,Pancreatic Cancer
MIR155HG,Pulpitis
MIR155HG,Rectum Adenocarcinoma
MIR155HG,Sepsis
MIR155HG,Stomach Adenocarcinoma
MIR155HG,Thyroid Anaplastic Carcinoma
MIR155HG,Thyroid Cancer
MIR155HG,Uterine Corpus Endometrial Carcinoma
PSMG3-AS1,Breast Cancer
PSMG3-AS1,Glioblastoma
PSMG3-AS1,Lung Adenocarcinoma
PSMG3-AS1,Lung Squamous Cell Carcinoma
PSMG3-AS1,Periodontitis
EPB41L4A-AS1,Breast Cancer
EPB41L4A-AS1,Cancer
EPB41L4A-AS1,Cervical Cancer
EPB41L4A-AS1,Clear Cell Renal Cell Carcinoma
EPB41L4A-AS1,Colorectal Cancer
EPB41L4A-AS1,COVID-19
EPB41L4A-AS1,Esophageal Cancer
EPB41L4A-AS1,Glioblastoma
EPB41L4A-AS1,Lung Cancer
EPB41L4A-AS1,Oral Cancer
EPB41L4A-AS1,Osteoarthritis
EPB41L4A-AS1,Periodontitis
EPB41L4A-AS1,Type 2 Diabetes Mellitus
LINC00661,COVID-19
LINC00661,Esophageal Cancer
SNHG11,Clear Cell Renal Cell Carcinoma
SNHG11,Colon Adenocarcinoma
SNHG11,Colorectal Cancer
SNHG11,Gastric Cancer
SNHG11,Glioma
SNHG11,Hepatocellular Carcinoma
SNHG11,Lung Cancer
SNHG11,Non-Small Cell Lung Cancer
SNHG11,Obesity
SNHG11,Prostate Cancer
GAS5,Osteoarthritis
LINC00662,Acute Myeloid Leukemia
LINC00662,Alzheimer Disease
LINC00662,Breast Cancer
LINC00662,Cervical Cancer
LINC00662,Chordoma
LINC00662,Colon Cancer
LINC00662,Esophagus Squamous Cell Carcinoma
LINC00662,Gastric Cancer
LINC00662,Glioma
LINC00662,Hepatocellular Carcinoma
LINC00662,Lung Cancer
LINC00662,Melanoma
LINC00662,Non-Small Cell Lung Cancer
LINC00662,Oral Squamous Cell Carcinoma
LINC00662,Osteoarthritis
LINC00662,Ovarian Cancer
LINC00662,Parkinson Disease
LINC00662,Periodontitis
LINC00662,Prostate Cancer
GNAS-AS1,Astrocytoma
GNAS-AS1,Breast Cancer
GNAS-AS1,Esophageal Cancer
GNAS-AS1,Glioblastoma
GNAS-AS1,Lung Non-Small Cell Carcinoma
GNAS-AS1,Nasopharynx Cancer
GNAS-AS1,Nasopharynx Carcinoma
GNAS-AS1,Non-Small Cell Lung Cancer
GNAS-AS1,Non Small Cell Lung Cancer
GNAS-AS1,Osteoarthritis
GNAS-AS1,Osteosarcoma
GNAS-AS1,Parkinson Disease
LINC00342,Acute Myeloid Leukemia
LINC00342,Clear Cell Renal Cell Carcinoma
LINC00342,Colon Adenocarcinoma
LINC00342,Colorectal Cancer
LINC00342,Esophageal Cancer
LINC00342,Glioblastoma
LINC00342,Hepatocellular Carcinoma
LINC00342,Infantile Hemangioma
LINC00342,Lung Non-Small Cell Carcinoma
LINC00342,Nasopharynx Carcinoma
LINC00342,Non-Small Cell Lung Cancer
LINC00342,Periodontitis
LBX2-AS1,Abdominal Aortic Aneurysm
LBX2-AS1,Astrocytoma
LBX2-AS1,Cerebral Cavernous Malformation
LBX2-AS1,Colorectal Cancer
LBX2-AS1,COVID-19
LBX2-AS1,Esophageal Cancer
LBX2-AS1,Esophagus Squamous Cell Carcinoma
LBX2-AS1,Gastric Cancer
LBX2-AS1,Glioma
LBX2-AS1,Hepatocellular Carcinoma
LBX2-AS1,Multiple Myeloma
LBX2-AS1,Non-Small Cell Lung Cancer
LBX2-AS1,Ovarian Cancer
LBX2-AS1,Periodontitis
LBX2-AS1,Renal Cell Carcinoma
LBX2-AS1,Thyroid Cancer
MAGI1-IT1,Epithelial Ovarian Cancer
MAGI1-IT1,Esophageal Cancer
MAGI1-IT1,Non-Small Cell Lung Cancer
MAGI1-IT1,Periodontitis
LINC00689,Astrocytoma
LINC00689,Colorectal Cancer
LINC00689,Esophageal Cancer
LINC00689,Gastric Cancer
LINC00689,Glioblastoma
LINC00689,Glioma
LINC00689,Hepatocellular Carcinoma
LINC00689,Osteosarcoma
LINC00689,Prostate Cancer
LINC00689,Thyroid Cancer
LINC00689,Triple-Negative Breast Cancer
FAM201A,Astrocytoma
FAM201A,Esophageal Cancer
FAM201A,Esophagus Squamous Cell Carcinoma
FAM201A,Glioblastoma Multiforme
FAM201A,Leukemia
FAM201A,Lung Adenocarcinoma
FAM201A,Lung Squamous Cell Cancer
FAM201A,Lung Squamous Cell Carcinoma
FAM201A,Non-Small Cell Lung Cancer
FAM201A,Systemic Lupus Erythematosus
FAM201A,Thyroid Cancer
EMX2OS,Alzheimer Disease
EMX2OS,Astrocytoma
EMX2OS,Breast Cancer
EMX2OS,Cell Renal Cell Carcinoma
EMX2OS,Cervical Cancer
EMX2OS,Chronic Fatigue Syndrome
EMX2OS,Clear Cell Renal Cell Carcinoma
EMX2OS,Esophageal Cancer
EMX2OS,Gastric Cancer
EMX2OS,Glioblastoma Multiforme
EMX2OS,Hypertension
EMX2OS,Medulloblastoma
EMX2OS,Ovarian Cancer
EMX2OS,Parkinson Disease
EMX2OS,Prostate Cancer
EMX2OS,Thyroid Anaplastic Carcinoma
EMX2OS,Thyroid Cancer
EMX2OS,Wilms Tumor
LINC00638,Esophageal Cancer
LINC00638,Periodontitis
LINC00638,Rheumatoid Arthritis
TAPT1-AS1,Astrocytoma
TAPT1-AS1,Esophageal Cancer
TAPT1-AS1,Thyroid Cancer
WAC-AS1,Alzheimer Disease
WAC-AS1,COVID-19
WAC-AS1,Glioma
WAC-AS1,Hepatocellular Carcinoma
WAC-AS1,Periodontitis
HOXA11-AS,Adrenocortical Carcinoma
HOXA11-AS,Astrocytoma
HOXA11-AS,Breast Cancer
HOXA11-AS,Cancer
HOXA11-AS,Carcinoma
HOXA11-AS,Cervical Cancer
HOXA11-AS,Cervical Carcinoma
HOXA11-AS,Clear Cell Renal Cell Carcinoma
HOXA11-AS,Colorectal Cancer
HOXA11-AS,Endometriosis
HOXA11-AS,Esophageal Cancer
HOXA11-AS,Esophageal Squamous Cell Cancer
HOXA11-AS,Esophagus Squamous Cell Carcinoma
HOXA11-AS,Fracture
HOXA11-AS,Gastric Cancer
HOXA11-AS,Glioblastoma
HOXA11-AS,Glioma
HOXA11-AS,Hepatocellular Carcinoma
HOXA11-AS,Laryngeal Squamous Cell Cancer
HOXA11-AS,Laryngeal Squamous Cell Carcinoma
HOXA11-AS,Liver Cancer
HOXA11-AS,Lung Adenocarcinoma
HOXA11-AS,Lung Cancer
HOXA11-AS,Lung Non-Small Cell Carcinoma
HOXA11-AS,Malignant Glioma
HOXA11-AS,Melanoma
HOXA11-AS,Nasopharynx Carcinoma
HOXA11-AS,Nephroblastoma
HOXA11-AS,Neuroblastoma
HOXA11-AS,Non-Small Cell Lung Cancer
HOXA11-AS,Non Small Cell Lung Cancer
HOXA11-AS,Obesity
HOXA11-AS,Oral Squamous Cell Carcinoma
HOXA11-AS,Osteosarcoma
HOXA11-AS,Ovarian Cancer
HOXA11-AS,Papillary Thyroid Cancer
HOXA11-AS,Parkinson Disease
HOXA11-AS,Pre-Eclampsia
HOXA11-AS,Prostate Cancer
HOXA11-AS,Renal Cancer
HOXA11-AS,Retinoblastoma
HOXA11-AS,Stomach Cancer
HOXA11-AS,Thyroid Cancer
HOXA11-AS,Tuberculosis
HOXA11-AS,Uterine Cervical Neoplasm
HOXA11-AS,Uveal Melanoma
SNHG1,Acute Myeloid Leukemia
SNHG1,Alcoholic Steatohepatitis
SNHG1,Alzheimer Disease
SNHG1,Astrocytoma
SNHG1,Atherosclerosis
SNHG1,Bladder Cancer
SNHG1,Breast Cancer
SNHG1,Carotid Stenosis
SNHG1,Cervical Cancer
SNHG1,Cholangiocarcinoma
SNHG1,Clear Cell Renal Cell Carcinoma
SNHG1,Colon Cancer
SNHG1,Colorectal Cancer
SNHG1,Colorectal Carcinoma
SNHG1,COVID-19
SNHG1,Depression
SNHG1,Epilepsy
SNHG1,Esophageal Cancer
SNHG1,Esophageal Squamous Cell Cancer
SNHG1,Esophagus Squamous Cell Carcinoma
SNHG1,Gastric Cancer
SNHG1,Glioblastoma
SNHG1,Glioma
SNHG1,Hepatocellular Cancer
SNHG1,Hepatocellular Carcinoma
SNHG1,Intervertebral Disc Degeneration
SNHG1,Laryngeal Cancer
SNHG1,Laryngeal Squamous Cell Cancer
SNHG1,Laryngeal Squamous Cell Carcinoma
SNHG1,Liver Cancer
SNHG1,Low-Grade Glioma
SNHG1,Lung Cancer
SNHG1,Lung Non-Small Cell Carcinoma
SNHG1,Lung Squamous Cell Carcinoma
SNHG1,Meningioma
SNHG1,Muscle-Invasive Bladder Cancer
SNHG1,Nasopharynx Cancer
SNHG1,Nasopharynx Carcinoma
SNHG1,Neuroblastoma
SNHG1,Non-Small Cell Lung Cancer
SNHG1,Non Small Cell Lung Cancer
SNHG1,Oral Squamous Cell Carcinoma
SNHG1,Osteoarthritis
SNHG1,Osteosarcoma
SNHG1,Ovarian Cancer
SNHG1,Ovarian Carcinoma
SNHG1,Pancreatic Cancer
SNHG1,Pancreatic Ductal Adenocarcinoma
SNHG1,Papillary Thyroid Cancer
SNHG1,Parkinson Disease
SNHG1,Prostate Cancer
SNHG1,Pterygium
SNHG1,Renal Cell Carcinoma
SNHG1,Rheumatoid Arthritis
SNHG1,Stomach Cancer
SNHG1,Systemic Lupus Erythematosus
SNHG1,Thyroid Cancer
SNHG1,Uveal Melanoma
NIFK-AS1,Astrocytoma
NIFK-AS1,Endometrial Cancer
NIFK-AS1,Gastric Cancer
NIFK-AS1,Lung Adenocarcinoma
LINC00879,Esophageal Cancer
LINC00879,Periodontitis
CASC2,Acute Myocardial Infarction
CASC2,Acute Pancreatitis
CASC2,Astrocytoma
CASC2,Atherosclerosis
CASC2,Bladder Cancer
CASC2,Breast Cancer
CASC2,Cancer
CASC2,Cervical Cancer
CASC2,Cholangiocarcinoma
CASC2,Colon Cancer
CASC2,Colorectal Cancer
CASC2,COVID-19
CASC2,Diabetic Nephropathy
CASC2,Endometrial Cancer
CASC2,Endometrial Carcinoma
CASC2,Epithelial Ovarian Cancer
CASC2,Esophageal Cancer
CASC2,Esophageal Carcinoma
CASC2,Esophagus Squamous Cell Carcinoma
CASC2,Gastric Cancer
CASC2,Glioblastoma
CASC2,Glioblastoma Multiforme
CASC2,Glioma
CASC2,Hemangioma
CASC2,Hepatocellular Carcinoma
CASC2,Lung Adenocarcinoma
CASC2,Lung Cancer
CASC2,Malignant Glioma
CASC2,Malignant Melanoma
CASC2,Melanoma
CASC2,Nasopharynx Cancer
CASC2,Non-Hodgkin Lymphoma
CASC2,Non-Small Cell Lung Cancer
CASC2,Non Small Cell Lung Cancer
CASC2,Oral Squamous Cell Cancer
CASC2,Oral Squamous Cell Carcinoma
CASC2,Osteoarthritis
CASC2,Osteosarcoma
CASC2,Pancreatic Cancer
CASC2,Pancreatic Carcinoma
CASC2,Papillary Thyroid Cancer
CASC2,Papillary Thyroid Carcinoma
CASC2,Prostate Cancer
CASC2,Pulmonary Artery Hypertension
CASC2,Renal Cell Carcinoma
CASC2,Rheumatoid Arthritis
CASC2,Sepsis
CASC2,Stomach Cancer
CASC2,Thyroid Cancer
CASC2,Thyroid Carcinoma
CASC2,Type 2 Diabetes Mellitus
TBX5-AS1,Esophageal Cancer
TBX5-AS1,Lung Adenocarcinoma
TBX5-AS1,Non-Small Cell Lung Cancer
TBX5-AS1,Oligodendroglioma
TINCR,Astrocytoma
TINCR,Bladder Cancer
TINCR,Breast Cancer
TINCR,Cervical Squamous Cell Carcinoma
TINCR,Chronic Obstructive Pulmonary Disease
TINCR,Clear Cell Renal Cell Carcinoma
TINCR,Colorectal Cancer
TINCR,Cutaneous Squamous Cell Carcinoma
TINCR,Epithelial Ovarian Cancer
TINCR,Esophageal Squamous Cell Cancer
TINCR,Esophagus Squamous Cell Carcinoma
TINCR,Gastric Cancer
TINCR,Glioblastoma
TINCR,Glioma
TINCR,Hepatocellular Carcinoma
TINCR,Lung Adenocarcinoma
TINCR,Lung Cancer
TINCR,Lung Non-Small Cell Carcinoma
TINCR,Lung Squamous Cell Carcinoma
TINCR,Non-Small Cell Lung Cancer
TINCR,Oral Squamous Cell Carcinoma
TINCR,Ovarian Cancer
TINCR,Prostate Cancer
TINCR,Retinoblastoma
TINCR,Squamous Cell Carcinoma
TINCR,Stomach Cancer
TINCR,Urinary Bladder Cancer
DGCR5,Astrocytoma
DGCR5,Bladder Cancer
DGCR5,Breast Cancer
DGCR5,Cervical Cancer
DGCR5,Clear Cell Renal Cell Cancer
DGCR5,Clear Cell Renal Cell Carcinoma
DGCR5,Colorectal Cancer
DGCR5,COVID-19
DGCR5,Endometrial Carcinoma
DGCR5,Esophageal Cancer
DGCR5,Esophagus Squamous Cell Carcinoma
DGCR5,Gastric Cancer
DGCR5,Glioblastoma
DGCR5,Glioblastoma Multiforme
DGCR5,Glioma
DGCR5,Hepatocellular Carcinoma
DGCR5,Huntington's Disease
DGCR5,Laryngeal Cancer
DGCR5,Laryngeal Carcinoma
DGCR5,Lung Adenocarcinoma
DGCR5,Lung Cancer
DGCR5,Lung Non-Small Cell Carcinoma
DGCR5,Non-Small Cell Lung Cancer
DGCR5,Non Small Cell Lung Cancer
DGCR5,Pancreatic Cancer
DGCR5,Pancreatic Ductal Adenocarcinoma
DGCR5,Papillary Thyroid Carcinoma
DGCR5,Periodontitis
DGCR5,Pheochromocytoma
DGCR5,Prostate Cancer
DGCR5,Renal Clear Cell Carcinoma
DGCR5,Schizophrenia
DGCR5,Thyroid Cancer
DGCR5,Triple-Negative Breast Cancer
DGCR5,Urinary Bladder Cancer
SBF2-AS1,Acute Myeloid Leukemia
SBF2-AS1,Astrocytoma
SBF2-AS1,Breast Cancer
SBF2-AS1,Cancer
SBF2-AS1,Cervical Cancer
SBF2-AS1,Clear Cell Renal Cell Carcinoma
SBF2-AS1,Colorectal Cancer
SBF2-AS1,Esophageal Cancer
SBF2-AS1,Esophagus Squamous Cell Carcinoma
SBF2-AS1,Gastric Cancer
SBF2-AS1,Glioblastoma
SBF2-AS1,Glioma
SBF2-AS1,Hepatocellular Carcinoma
SBF2-AS1,Lung Adenocarcinoma
SBF2-AS1,Lung Cancer
SBF2-AS1,Lung Non-Small Cell Carcinoma
SBF2-AS1,Non-Small Cell Lung Cancer
SBF2-AS1,Non Small Cell Lung Cancer
SBF2-AS1,Osteosarcoma
SBF2-AS1,Pancreatic Cancer
SBF2-AS1,Papillary Thyroid Cancer
SBF2-AS1,Periodontitis
SBF2-AS1,Small Cell Lung Cancer
H19,Abdominal Aortic Aneurysm
H19,Acne
H19,Acute Lymphoblastic Leukemia
H19,Acute Myeloid Leukemia
H19,Acute Myocardial Infarction
H19,Acute Promyelocytic Leukemia
H19,Adrenocortical Cancer
H19,Adrenocortical Carcinoma
H19,Anaplastic Thyroid Cancer
H19,Ankylosing Spondylitis
H19,Aortic Dissection
H19,Aortic Valve Disease
H19,Aortic Valve Stenosis
H19,Asthma
H19,Astrocytoma
H19,Atherosclerosis
H19,Azoospermia
H19,Becker Muscular Dystrophy
H19,Biliary Atresia
H19,Bladder Cancer
H19,Bladder Carcinoma
H19,Breast Adenocarcinoma
H19,Breast Cancer
H19,Breast Carcinoma
H19,Breast Invasive Carcinoma
H19,Calcific Aortic Valve Disease
H19,Cancer
H19,Cardiovascular Disease
H19,Central Nervous System Disease
H19,Cervical Cancer
H19,Cervical Carcinoma
H19,Childhood Leukemia
H19,Cholangiocarcinoma
H19,Cholestasis
H19,Choriocarcinoma
H19,Chronic Hepatitis B
H19,Chronic Myeloid Leukemia
H19,Chronic Myelomonocytic Leukemia
H19,Clear Cell Renal Cell Carcinoma
H19,Colon Adenocarcinoma
H19,Colon Cancer
H19,Colon Carcinoma
H19,Colorectal Adenocarcinoma
H19,Colorectal Cancer
H19,Colorectal Carcinoma
H19,Congenital Heart Defect
H19,Congenital Heart Disease
H19,Coronary Artery Disease
H19,Diabetes Mellitus
H19,Diabetic Nephropathy
H19,Diabetic Retinopathy
H19,Dilated Cardiomyopathy
H19,Disease Of Metabolism
H19,Duchenne Muscular Dystrophy
H19,Embryonal Cancer
H19,Embryonal Carcinoma
H19,Endometrial Cancer
H19,Endometrial Carcinoma
H19,Endometriosis
H19,Epilepsy
H19,Epithelial Ovarian Cancer
H19,Esophageal Cancer
H19,Esophageal Squamous Cell Cancer
H19,Esophagus Squamous Cell Carcinoma
H19,Estrogen-Receptor Positive Breast Cancer
H19,Fatty Liver Disease
H19,Gallbladder Cancer
H19,Gastric Adenocarcinoma
H19,Gastric Cancer
H19,Gastric Carcinoma
H19,Gastric Cardia Adenocarcinoma
H19,Gastrointestinal Stromal Tumor
H19,Gastrointestinal System Cancer
H19,Germ Cell Cancer
H19,Germ Cell Tumor
H19,Gestational Choriocarcinoma
H19,Glaucoma
H19,Glioblastoma
H19,Glioblastoma Multiforme
H19,Glioma
H19,Growth Hormone-Secreting Pituitary Adenoma
H19,Head And Neck Squamous Cell Carcinoma
H19,Heart Disease
H19,Hepatoblastoma
H19,Hepatocellular Cancer
H19,Hepatocellular Carcinoma
H19,Hodgkin's Lymphoma
H19,Hyperglycemia
H19,Hyperhomocysteinemia
H19,Hypertrophic Cardiomyopathy
H19,Idiopathic Pulmonary Fibrosis
H19,Infertility
H19,Kidney Cancer
H19,Laryngeal Squamous Cell Cancer
H19,Laryngeal Squamous Cell Carcinoma
H19,Leukemia
H19,Liver Cancer
H19,Liver Fibrosis
H19,Lung Adenocarcinoma
H19,Lung Cancer
H19,Lung Carcinoma
H19,Lung Non-Small Cell Carcinoma
H19,Lung Small Cell Carcinoma
H19,Lymphedema
H19,Malignant Glioma
H19,Malignant Melanoma
H19,Medulloblastoma
H19,Melanoma
H19,Meningioma
H19,Middle Cerebral Artery Occlusion
H19,Multiple Myeloma
H19,Multiple Sclerosis
H19,Muscular Atrophy
H19,Muscular Dystrophy
H19,Myeloproliferative Neoplasm
H19,Myocardial Infarction
H19,Nasopharynx Cancer
H19,Nasopharynx Carcinoma
H19,Nephroblastoma
H19,Nephrotic Syndrome
H19,Neural Tube Defect
H19,Neuroblastoma
H19,Non-Alcoholic Fatty Liver
H19,Non-Alcoholic Fatty Liver Disease
H19,Non-Small Cell Lung Cancer
H19,Non Small Cell Lung Cancer
H19,Obesity
H19,Oral Squamous Cell Carcinoma
H19,Oral Submucous Fibrosis
H19,Osteoarthritis
H19,Osteoporosis
H19,Osteosarcoma
H19,Ovarian Cancer
H19,Pancreatic Cancer
H19,Pancreatic Ductal Adenocarcinoma
H19,Papillary Thyroid Cancer
H19,Papillary Thyroid Carcinoma
H19,Parkinson Disease
H19,Periodontitis
H19,Pheochromocytoma
H19,Pituitary Adenoma
H19,Polycystic Ovary Syndrome
H19,Polycythemia Vera
H19,Prader-Willi Syndrome
H19,Pre-Eclampsia
H19,Prolactinoma
H19,Prostate Cancer
H19,Pulmonary Artery Hypertension
H19,Pulmonary Fibrosis
H19,Rectum Cancer
H19,Renal Cell Carcinoma
H19,Renal Clear Cell Carcinoma
H19,Renal Fibrosis
H19,Retinoblastoma
H19,Rhabdomyosarcoma
H19,Rheumatoid Arthritis
H19,Schizophrenia
H19,Seminoma
H19,Sepsis
H19,Skin Cancer
H19,Small Cell Lung Cancer
H19,Squamous Cell Carcinoma
H19,Stomach Cancer
H19,Systemic Lupus Erythematosus
H19,T-Cell Acute Lymphoblastic Leukemia
H19,Temporal Lobe Epilepsy
H19,Testicular Cancer
H19,Testicular Germ Cell Tumor
H19,Thoracic Aortic Aneurysm
H19,Thyroid Anaplastic Carcinoma
H19,Thyroid Cancer
H19,Tongue Squamous Cell Carcinoma
H19,Triple-Negative Breast Cancer
H19,Tumor
H19,Type 2 Diabetes Mellitus
H19,Ulcerative Colitis
H19,Urinary Bladder Cancer
H19,Uterine Cervical Neoplasm
H19,Uterine Leiomyoma
H19,Vascular Disease
H19,Wilms Tumor
NEAT1,Abdominal Aortic Aneurysm
NEAT1,Acquired Immunodeficiency Syndrome
NEAT1,Acute Cerebral Infarction
NEAT1,Acute Leukemia
NEAT1,Acute Lymphoblastic Leukemia
NEAT1,Acute Myeloid Leukemia
NEAT1,Acute Promyelocytic Leukemia
NEAT1,Acute Respiratory Distress Syndrome
NEAT1,Adult T-Cell Leukemia
NEAT1,Alcoholic Liver Disease
NEAT1,Allergic Rhinitis
NEAT1,Alzheimer Disease
NEAT1,Amyotrophic Lateral Sclerosis
NEAT1,Anaplastic Thyroid Cancer
NEAT1,Asthma
NEAT1,Astrocytoma
NEAT1,Atherosclerosis
NEAT1,Autism
NEAT1,Autism Spectrum Disorder
NEAT1,Autoimmune Disease
NEAT1,Behcet Disease
NEAT1,Bladder Cancer
NEAT1,Breast Cancer
NEAT1,Bronchopneumonia
NEAT1,Burkitt Lymphoma
NEAT1,Cancer
NEAT1,Cardiovascular Disease
NEAT1,Celiac Disease
NEAT1,Cervical Cancer
NEAT1,Cholangiocarcinoma
NEAT1,Chronic Hepatitis B
NEAT1,Chronic Lymphocytic Leukemia
NEAT1,Chronic Myeloid Leukemia
NEAT1,Clear Cell Renal Cell Carcinoma
NEAT1,Colon Cancer
NEAT1,Colorectal Cancer
NEAT1,Colorectal Carcinoma
NEAT1,Congenital Heart Disease
NEAT1,Coronary Artery Disease
NEAT1,Coronary Atherosclerotic Heart Disease
NEAT1,COVID-19
NEAT1,Cryptorchidism
NEAT1,Degenerative Disc Disease
NEAT1,Dengue Disease
NEAT1,Diabetic Cataract
NEAT1,Diabetic Nephropathy
NEAT1,Diabetic Retinopathy
NEAT1,Diffuse Large B-Cell Lymphoma
NEAT1,Endometrial Adenocarcinoma
NEAT1,Endometrial Cancer
NEAT1,Endometrial Carcinoma
NEAT1,Endometriosis
NEAT1,Epilepsy
NEAT1,Esophageal Cancer
NEAT1,Esophageal Squamous Cell Cancer
NEAT1,Esophagus Squamous Cell Carcinoma
NEAT1,Fibroadenoma
NEAT1,Frontotemporal Dementia
NEAT1,Gallbladder Cancer
NEAT1,Gastric Adenocarcinoma
NEAT1,Gastric Cancer
NEAT1,Glaucoma
NEAT1,Glioblastoma
NEAT1,Glioblastoma Multiforme
NEAT1,Glioma
NEAT1,Hemangioma
NEAT1,Hemorrhagic Fever With Renal Syndrome
NEAT1,Hepatocellular Cancer
NEAT1,Hepatocellular Carcinoma
NEAT1,High-Grade Serous Ovarian Cancer
NEAT1,Hirschsprung's Disease
NEAT1,HIV
NEAT1,Hodgkin's Lymphoma
NEAT1,Huntington's Disease
NEAT1,Infantile Hemangioma
NEAT1,Infertility
NEAT1,Inflammation
NEAT1,Inflammatory Bowel Disease
NEAT1,Kennedy's Disease
NEAT1,Laryngeal Cancer
NEAT1,Laryngeal Squamous Cell Cancer
NEAT1,Laryngeal Squamous Cell Carcinoma
NEAT1,Leukemia
NEAT1,Liver Cancer
NEAT1,Liver Fibrosis
NEAT1,Low-Grade Glioma
NEAT1,Lung Adenocarcinoma
NEAT1,Lung Cancer
NEAT1,Lung Non-Small Cell Carcinoma
NEAT1,Lung Squamous Cell Carcinoma
NEAT1,Lupus Nephritis
NEAT1,Major Depressive Disorder
NEAT1,Malignant Glioma
NEAT1,Malignant Melanoma
NEAT1,Malignant Pleural Mesothelioma
NEAT1,Medulloblastoma
NEAT1,Melanoma
NEAT1,Multiple Myeloma
NEAT1,Multiple Sclerosis
NEAT1,Muscular Atrophy
NEAT1,Myocardial Infarction
NEAT1,Nasopharynx Cancer
NEAT1,Nasopharynx Carcinoma
NEAT1,Neuroblastoma
NEAT1,Non-Alcoholic Fatty Liver
NEAT1,Non-Hodgkin Lymphoma
NEAT1,Non-Small Cell Lung Cancer
NEAT1,Non Small Cell Lung Cancer
NEAT1,Obesity
NEAT1,Oral Squamous Cell Cancer
NEAT1,Oral Squamous Cell Carcinoma
NEAT1,Osteoarthritis
NEAT1,Osteoporosis
NEAT1,Osteosarcoma
NEAT1,Ovarian Cancer
NEAT1,Pancreatic Cancer
NEAT1,Pancreatic Ductal Adenocarcinoma
NEAT1,Papillary Thyroid Cancer
NEAT1,Papillary Thyroid Carcinoma
NEAT1,Parkinson Disease
NEAT1,Pneumonia
NEAT1,Polycystic Ovary Syndrome
NEAT1,Pre-Eclampsia
NEAT1,Prostate Cancer
NEAT1,Pulmonary Artery Hypertension
NEAT1,Pulmonary Fibrosis
NEAT1,Relapsing-Remitting Multiple Sclerosis
NEAT1,Renal Cell Carcinoma
NEAT1,Retinoblastoma
NEAT1,Rheumatoid Arthritis
NEAT1,Rosacea
NEAT1,Schizophrenia
NEAT1,Seizure
NEAT1,Sepsis
NEAT1,Sinonasal Squamous Cell Carcinoma
NEAT1,Small Cell Lung Cancer
NEAT1,Squamous Cell Carcinoma
NEAT1,Stomach Cancer
NEAT1,Systemic Lupus Erythematosus
NEAT1,Temporal Lobe Epilepsy
NEAT1,Thyroid Anaplastic Carcinoma
NEAT1,Thyroid Cancer
NEAT1,Thyroid Carcinoma
NEAT1,Tongue Squamous Cell Carcinoma
NEAT1,Triple-Negative Breast Cancer
NEAT1,Tuberculosis
NEAT1,Vulva Squamous Cell Carcinoma
