miRNA,disease
hsa-miR-302d-3p,colorectal cancer
hsa-miR-302e,colorectal cancer
hsa-miR-372-3p,colorectal cancer
hsa-miR-373-3p,colorectal cancer
hsa-miR-520a-3p,colorectal cancer
hsa-miR-520c-3p,colorectal cancer
hsa-miR-520d-3p,colorectal cancer
hsa-miR-106a-5p,gallbladder carcinoma
hsa-miR-106b-5p,gallbladder carcinoma
hsa-miR-17-5p,gallbladder carcinoma
hsa-miR-20a-5p,gallbladder carcinoma
hsa-miR-20b-5p,gallbladder carcinoma
hsa-miR-302a-3p,gallbladder carcinoma
hsa-miR-302b-3p,gallbladder carcinoma
hsa-miR-302c-3p,gallbladder carcinoma
hsa-miR-302d-3p,gallbladder carcinoma
hsa-miR-302e,gallbladder carcinoma
hsa-miR-372-3p,gallbladder carcinoma
hsa-miR-373-3p,gallbladder carcinoma
hsa-miR-519d-3p,gallbladder carcinoma
hsa-miR-520a-3p,gallbladder carcinoma
hsa-miR-520c-3p,gallbladder carcinoma
hsa-miR-520d-3p,gallbladder carcinoma
hsa-miR-93-5p,gallbladder carcinoma
hsa-miR-302a-3p,hepatocellular carcinoma
hsa-miR-302b-3p,hepatocellular carcinoma
hsa-miR-302c-3p,hepatocellular carcinoma
hsa-miR-302d-3p,hepatocellular carcinoma
hsa-miR-302e,hepatocellular carcinoma
hsa-miR-372-3p,hepatocellular carcinoma
hsa-miR-373-3p,hepatocellular carcinoma
hsa-miR-520a-3p,hepatocellular carcinoma
hsa-miR-520c-3p,hepatocellular carcinoma
hsa-miR-520d-3p,hepatocellular carcinoma
hsa-miR-302a-3p,melanoma
hsa-miR-302b-3p,melanoma
hsa-miR-302c-3p,melanoma
hsa-miR-302d-3p,melanoma
hsa-miR-302e,melanoma
hsa-miR-372-3p,melanoma
hsa-miR-373-3p,melanoma
hsa-miR-520a-3p,melanoma
hsa-miR-520c-3p,melanoma
hsa-miR-520d-3p,melanoma
hsa-miR-302a-3p,stomach cancer
hsa-miR-302b-3p,stomach cancer
hsa-miR-302c-3p,stomach cancer
hsa-miR-302d-3p,stomach cancer
hsa-miR-302e,stomach cancer
hsa-miR-372-3p,stomach cancer
hsa-miR-373-3p,stomach cancer
hsa-miR-520a-3p,stomach cancer
hsa-miR-520c-3p,stomach cancer
hsa-miR-520d-3p,stomach cancer
hsa-miR-216a-5p,glioblastoma
hsa-miR-218-5p,glioblastoma
hsa-miR-124-3p,breast cancer
hsa-miR-208a-3p,breast cancer
hsa-miR-208b-3p,breast cancer
hsa-miR-24-3p,breast cancer
hsa-miR-506-3p,breast cancer
hsa-miR-124-3p,cancer
hsa-miR-208a-3p,cancer
hsa-miR-208b-3p,cancer
hsa-miR-24-3p,cancer
hsa-miR-506-3p,cancer
hsa-miR-124-3p,cervical cancer
hsa-miR-208a-3p,cervical cancer
hsa-miR-208b-3p,cervical cancer
hsa-miR-24-3p,cervical cancer
hsa-miR-506-3p,cervical cancer
hsa-let-7a-5p,cervix carcinoma
hsa-let-7b-5p,cervix carcinoma
hsa-let-7c-5p,cervix carcinoma
hsa-let-7d-5p,cervix carcinoma
hsa-let-7e-5p,cervix carcinoma
hsa-let-7f-5p,cervix carcinoma
hsa-let-7g-5p,cervix carcinoma
hsa-let-7i-5p,cervix carcinoma
hsa-miR-124-3p,cervix carcinoma
hsa-miR-130a-3p,cervix carcinoma
hsa-miR-130b-3p,cervix carcinoma
hsa-miR-148a-3p,cervix carcinoma
hsa-miR-148b-3p,cervix carcinoma
hsa-miR-152-3p,cervix carcinoma
hsa-miR-208a-3p,cervix carcinoma
hsa-miR-208b-3p,cervix carcinoma
hsa-miR-214-3p,cervix carcinoma
hsa-miR-223-3p,cervix carcinoma
hsa-miR-24-3p,cervix carcinoma
hsa-miR-301a-3p,cervix carcinoma
hsa-miR-3619-5p,cervix carcinoma
hsa-miR-3666,cervix carcinoma
hsa-miR-4295,cervix carcinoma
hsa-miR-4458,cervix carcinoma
hsa-miR-4500,cervix carcinoma
hsa-miR-454-3p,cervix carcinoma
hsa-miR-506-3p,cervix carcinoma
hsa-miR-761,cervix carcinoma
hsa-miR-98-5p,cervix carcinoma
hsa-miR-124-3p,colorectal cancer
hsa-miR-208a-3p,colorectal cancer
hsa-miR-208b-3p,colorectal cancer
hsa-miR-24-3p,colorectal cancer
hsa-miR-506-3p,colorectal cancer
hsa-miR-124-3p,hepatocellular carcinoma
hsa-miR-208a-3p,hepatocellular carcinoma
hsa-miR-208b-3p,hepatocellular carcinoma
hsa-miR-24-3p,hepatocellular carcinoma
hsa-miR-506-3p,hepatocellular carcinoma
hsa-miR-124-3p,laryngeal squamous cell carcinoma
hsa-miR-208a-3p,laryngeal squamous cell carcinoma
hsa-miR-208b-3p,laryngeal squamous cell carcinoma
hsa-miR-223-3p,laryngeal squamous cell carcinoma
hsa-miR-24-3p,laryngeal squamous cell carcinoma
hsa-miR-506-3p,laryngeal squamous cell carcinoma
hsa-miR-124-3p,osteosarcoma
hsa-miR-208a-3p,osteosarcoma
hsa-miR-208b-3p,osteosarcoma
hsa-miR-506-3p,osteosarcoma
hsa-miR-124-3p,ovarian cancer
hsa-miR-208a-3p,ovarian cancer
hsa-miR-208b-3p,ovarian cancer
hsa-miR-24-3p,ovarian cancer
hsa-miR-506-3p,ovarian cancer
hsa-miR-124-3p,stomach cancer
hsa-miR-208a-3p,stomach cancer
hsa-miR-208b-3p,stomach cancer
hsa-miR-506-3p,stomach cancer
hsa-let-7a-5p,uveal melanoma
hsa-let-7b-5p,uveal melanoma
hsa-let-7c-5p,uveal melanoma
hsa-let-7d-5p,uveal melanoma
hsa-let-7e-5p,uveal melanoma
hsa-let-7f-5p,uveal melanoma
hsa-let-7g-5p,uveal melanoma
hsa-let-7i-5p,uveal melanoma
hsa-miR-124-3p,uveal melanoma
hsa-miR-130a-3p,uveal melanoma
hsa-miR-130b-3p,uveal melanoma
hsa-miR-148a-3p,uveal melanoma
hsa-miR-148b-3p,uveal melanoma
hsa-miR-152-3p,uveal melanoma
hsa-miR-208a-3p,uveal melanoma
hsa-miR-208b-3p,uveal melanoma
hsa-miR-214-3p,uveal melanoma
hsa-miR-223-3p,uveal melanoma
hsa-miR-24-3p,uveal melanoma
hsa-miR-301a-3p,uveal melanoma
hsa-miR-3619-5p,uveal melanoma
hsa-miR-3666,uveal melanoma
hsa-miR-4295,uveal melanoma
hsa-miR-4458,uveal melanoma
hsa-miR-4500,uveal melanoma
hsa-miR-454-3p,uveal melanoma
hsa-miR-506-3p,uveal melanoma
hsa-miR-761,uveal melanoma
hsa-miR-98-5p,uveal melanoma
hsa-miR-145-5p,hepatocellular carcinoma
hsa-miR-197-3p,hepatocellular carcinoma
hsa-miR-28-5p,hepatocellular carcinoma
hsa-miR-3139,hepatocellular carcinoma
hsa-miR-33a-5p,hepatocellular carcinoma
hsa-miR-33b-5p,hepatocellular carcinoma
hsa-miR-378a-3p,hepatocellular carcinoma
hsa-miR-378b,hepatocellular carcinoma
hsa-miR-378c,hepatocellular carcinoma
hsa-miR-378d,hepatocellular carcinoma
hsa-miR-378e,hepatocellular carcinoma
hsa-miR-378f,hepatocellular carcinoma
hsa-miR-378h,hepatocellular carcinoma
hsa-miR-378i,hepatocellular carcinoma
hsa-miR-422a,hepatocellular carcinoma
hsa-miR-495-3p,hepatocellular carcinoma
hsa-miR-708-5p,hepatocellular carcinoma
hsa-miR-544a,hereditary hemorrhagic telangiectasia
hsa-miR-329-3p,colorectal cancer
hsa-miR-362-3p,colorectal cancer
hsa-miR-365a-3p,colorectal cancer
hsa-miR-543,colorectal cancer
hsa-miR-182-5p,glioblastoma
hsa-miR-199a-5p,lung cancer
hsa-miR-199b-5p,lung cancer
hsa-miR-218-5p,lung cancer
hsa-miR-320b,lung cancer
hsa-miR-320c,lung cancer
hsa-miR-320d,lung cancer
hsa-miR-342-3p,lung cancer
hsa-miR-4429,lung cancer
hsa-miR-141-3p,lung adenocarcinoma
hsa-miR-200a-3p,lung adenocarcinoma
hsa-miR-15a-5p,breast cancer
hsa-miR-15b-5p,breast cancer
hsa-miR-16-5p,breast cancer
hsa-miR-195-5p,breast cancer
hsa-miR-218-5p,breast cancer
hsa-miR-219a-5p,breast cancer
hsa-miR-338-3p,breast cancer
hsa-miR-377-3p,breast cancer
hsa-miR-424-5p,breast cancer
hsa-miR-4782-3p,breast cancer
hsa-miR-497-5p,breast cancer
hsa-miR-539-5p,breast cancer
hsa-miR-128-3p,pancreatic ductal adenocarcinoma
hsa-miR-15a-5p,pancreatic ductal adenocarcinoma
hsa-miR-15b-5p,pancreatic ductal adenocarcinoma
hsa-miR-16-5p,pancreatic ductal adenocarcinoma
hsa-miR-195-5p,pancreatic ductal adenocarcinoma
hsa-miR-218-5p,pancreatic ductal adenocarcinoma
hsa-miR-219a-5p,pancreatic ductal adenocarcinoma
hsa-miR-338-3p,pancreatic ductal adenocarcinoma
hsa-miR-377-3p,pancreatic ductal adenocarcinoma
hsa-miR-424-5p,pancreatic ductal adenocarcinoma
hsa-miR-4782-3p,pancreatic ductal adenocarcinoma
hsa-miR-497-5p,pancreatic ductal adenocarcinoma
hsa-miR-539-5p,pancreatic ductal adenocarcinoma
hsa-miR-150-5p,breast cancer
hsa-miR-183-5p,breast cancer
hsa-miR-150-5p,lung adenocarcinoma
hsa-miR-183-5p,lung adenocarcinoma
hsa-miR-129-5p,hepatocellular carcinoma
hsa-miR-134-5p,hepatocellular carcinoma
hsa-miR-186-5p,hepatocellular carcinoma
hsa-miR-224-5p,hepatocellular carcinoma
hsa-miR-3118,hepatocellular carcinoma
hsa-miR-3529-5p,hepatocellular carcinoma
hsa-miR-379-5p,hepatocellular carcinoma
hsa-miR-7-5p,hepatocellular carcinoma
hsa-miR-9-5p,hepatocellular carcinoma
hsa-miR-142-3p,glioblastoma
hsa-miR-496,glioblastoma
hsa-miR-214-3p,chromophobe renal cell carcinoma
hsa-miR-29a-3p,chromophobe renal cell carcinoma
hsa-miR-29c-3p,chromophobe renal cell carcinoma
hsa-miR-3619-5p,chromophobe renal cell carcinoma
hsa-miR-761,chromophobe renal cell carcinoma
hsa-miR-185-5p,urinary bladder cancer
hsa-miR-4306,urinary bladder cancer
hsa-miR-4644,urinary bladder cancer
hsa-miR-490-3p,urinary bladder cancer
hsa-let-7a-5p,glioblastoma
hsa-let-7b-5p,glioblastoma
hsa-let-7c-5p,glioblastoma
hsa-let-7d-5p,glioblastoma
hsa-let-7e-5p,glioblastoma
hsa-let-7f-5p,glioblastoma
hsa-let-7g-5p,glioblastoma
hsa-let-7i-5p,glioblastoma
hsa-miR-125a-3p,glioblastoma
hsa-miR-125a-5p,glioblastoma
hsa-miR-125b-5p,glioblastoma
hsa-miR-143-3p,glioblastoma
hsa-miR-149-5p,glioblastoma
hsa-miR-24-3p,glioblastoma
hsa-miR-25-3p,glioblastoma
hsa-miR-32-5p,glioblastoma
hsa-miR-363-3p,glioblastoma
hsa-miR-367-3p,glioblastoma
hsa-miR-4319,glioblastoma
hsa-miR-4458,glioblastoma
hsa-miR-4500,glioblastoma
hsa-miR-4770,glioblastoma
hsa-miR-92a-3p,glioblastoma
hsa-miR-92b-3p,glioblastoma
hsa-miR-98-5p,glioblastoma
hsa-miR-125a-5p,prostate cancer
hsa-miR-125b-5p,prostate cancer
hsa-miR-149-5p,prostate cancer
hsa-miR-25-3p,prostate cancer
hsa-miR-32-5p,prostate cancer
hsa-miR-363-3p,prostate cancer
hsa-miR-367-3p,prostate cancer
hsa-miR-4319,prostate cancer
hsa-miR-92a-3p,prostate cancer
hsa-miR-92b-3p,prostate cancer
hsa-let-7a-5p,renal cell carcinoma
hsa-let-7b-5p,renal cell carcinoma
hsa-let-7c-5p,renal cell carcinoma
hsa-let-7d-5p,renal cell carcinoma
hsa-let-7e-5p,renal cell carcinoma
hsa-let-7f-5p,renal cell carcinoma
hsa-let-7g-5p,renal cell carcinoma
hsa-let-7i-5p,renal cell carcinoma
hsa-miR-125a-3p,renal cell carcinoma
hsa-miR-125a-5p,renal cell carcinoma
hsa-miR-125b-5p,renal cell carcinoma
hsa-miR-143-3p,renal cell carcinoma
hsa-miR-149-5p,renal cell carcinoma
hsa-miR-24-3p,renal cell carcinoma
hsa-miR-25-3p,renal cell carcinoma
hsa-miR-32-5p,renal cell carcinoma
hsa-miR-363-3p,renal cell carcinoma
hsa-miR-367-3p,renal cell carcinoma
hsa-miR-4319,renal cell carcinoma
hsa-miR-4458,renal cell carcinoma
hsa-miR-4500,renal cell carcinoma
hsa-miR-4770,renal cell carcinoma
hsa-miR-92a-3p,renal cell carcinoma
hsa-miR-92b-3p,renal cell carcinoma
hsa-miR-98-5p,renal cell carcinoma
hsa-miR-192-5p,breast cancer
hsa-miR-215-5p,breast cancer
hsa-miR-27a-3p,breast cancer
hsa-miR-27b-3p,breast cancer
hsa-miR-30a-5p,breast cancer
hsa-miR-30b-5p,breast cancer
hsa-miR-30c-5p,breast cancer
hsa-miR-30d-5p,breast cancer
hsa-miR-30e-5p,breast cancer
hsa-miR-875-5p,breast cancer
hsa-miR-130a-3p,gemistocytic astrocytoma
hsa-miR-130b-3p,gemistocytic astrocytoma
hsa-miR-148a-3p,gemistocytic astrocytoma
hsa-miR-148b-3p,gemistocytic astrocytoma
hsa-miR-152-3p,gemistocytic astrocytoma
hsa-miR-192-5p,gemistocytic astrocytoma
hsa-miR-215-5p,gemistocytic astrocytoma
hsa-miR-27a-3p,gemistocytic astrocytoma
hsa-miR-27b-3p,gemistocytic astrocytoma
hsa-miR-301a-3p,gemistocytic astrocytoma
hsa-miR-30a-5p,gemistocytic astrocytoma
hsa-miR-30b-5p,gemistocytic astrocytoma
hsa-miR-30c-5p,gemistocytic astrocytoma
hsa-miR-30d-5p,gemistocytic astrocytoma
hsa-miR-30e-5p,gemistocytic astrocytoma
hsa-miR-3666,gemistocytic astrocytoma
hsa-miR-4295,gemistocytic astrocytoma
hsa-miR-454-3p,gemistocytic astrocytoma
hsa-miR-875-5p,gemistocytic astrocytoma
hsa-miR-143-3p,hypertension
hsa-miR-4770,hypertension
hsa-miR-155-5p,ovarian cancer
hsa-miR-18a-5p,exfoliation syndrome
hsa-miR-18b-5p,exfoliation syndrome
hsa-miR-28-5p,exfoliation syndrome
hsa-miR-3139,exfoliation syndrome
hsa-miR-374a-5p,exfoliation syndrome
hsa-miR-374b-5p,exfoliation syndrome
hsa-miR-4735-3p,exfoliation syndrome
hsa-miR-708-5p,exfoliation syndrome
hsa-miR-142-3p,breast cancer
hsa-miR-31-5p,breast cancer
hsa-miR-448,breast cancer
hsa-miR-411-5p,lung cancer
hsa-miR-496,lung cancer
hsa-miR-411-5p,osteosarcoma
hsa-miR-496,osteosarcoma
hsa-miR-15a-5p,glioblastoma
hsa-miR-15b-5p,glioblastoma
hsa-miR-16-5p,glioblastoma
hsa-miR-195-5p,glioblastoma
hsa-miR-204-5p,glioblastoma
hsa-miR-211-5p,glioblastoma
hsa-miR-224-5p,glioblastoma
hsa-miR-28-5p,glioblastoma
hsa-miR-3139,glioblastoma
hsa-miR-340-5p,glioblastoma
hsa-miR-383-5p,glioblastoma
hsa-miR-424-5p,glioblastoma
hsa-miR-425-5p,glioblastoma
hsa-miR-497-5p,glioblastoma
hsa-miR-708-5p,glioblastoma
hsa-miR-219a-5p,acute myeloid leukemia
hsa-miR-361-5p,acute myeloid leukemia
hsa-miR-4782-3p,acute myeloid leukemia
hsa-miR-7-5p,acute myeloid leukemia
hsa-miR-219a-5p,bladder urothelial carcinoma
hsa-miR-4782-3p,bladder urothelial carcinoma
hsa-miR-7-5p,bladder urothelial carcinoma
hsa-miR-7-5p,breast cancer
hsa-miR-219a-5p,cancer
hsa-miR-4782-3p,cancer
hsa-miR-7-5p,cancer
hsa-miR-219a-5p,cerebrovascular disease
hsa-miR-361-5p,cerebrovascular disease
hsa-miR-4782-3p,cerebrovascular disease
hsa-miR-7-5p,cerebrovascular disease
hsa-miR-219a-5p,cervical cancer
hsa-miR-4782-3p,cervical cancer
hsa-miR-7-5p,cervical cancer
hsa-miR-219a-5p,chronic myeloid leukemia
hsa-miR-361-5p,chronic myeloid leukemia
hsa-miR-4782-3p,chronic myeloid leukemia
hsa-miR-7-5p,chronic myeloid leukemia
hsa-miR-219a-5p,chronic obstructive pulmonary disease
hsa-miR-361-5p,chronic obstructive pulmonary disease
hsa-miR-4782-3p,chronic obstructive pulmonary disease
hsa-miR-7-5p,chronic obstructive pulmonary disease
hsa-miR-219a-5p,colon cancer
hsa-miR-361-5p,colon cancer
hsa-miR-4782-3p,colon cancer
hsa-miR-7-5p,colon cancer
hsa-miR-219a-5p,colorectal cancer
hsa-miR-4782-3p,colorectal cancer
hsa-miR-7-5p,colorectal cancer
hsa-miR-219a-5p,diabetes mellitus
hsa-miR-361-5p,diabetes mellitus
hsa-miR-4782-3p,diabetes mellitus
hsa-miR-7-5p,diabetes mellitus
hsa-miR-219a-5p,endometrial cancer
hsa-miR-361-5p,endometrial cancer
hsa-miR-4782-3p,endometrial cancer
hsa-miR-7-5p,endometrial cancer
hsa-miR-219a-5p,endometrial carcinoma
hsa-miR-4782-3p,endometrial carcinoma
hsa-miR-7-5p,endometrial carcinoma
hsa-miR-219a-5p,esophageal cancer
hsa-miR-4782-3p,esophageal cancer
hsa-miR-7-5p,esophageal cancer
hsa-miR-219a-5p,esophagus squamous cell carcinoma
hsa-miR-361-5p,esophagus squamous cell carcinoma
hsa-miR-4782-3p,esophagus squamous cell carcinoma
hsa-miR-7-5p,esophagus squamous cell carcinoma
hsa-miR-219a-5p,functionless pituitary adenoma
hsa-miR-361-5p,functionless pituitary adenoma
hsa-miR-4782-3p,functionless pituitary adenoma
hsa-miR-7-5p,functionless pituitary adenoma
hsa-miR-219a-5p,gallbladder cancer
hsa-miR-361-5p,gallbladder cancer
hsa-miR-4782-3p,gallbladder cancer
hsa-miR-7-5p,gallbladder cancer
hsa-miR-219a-5p,gastric cardia adenocarcinoma
hsa-miR-361-5p,gastric cardia adenocarcinoma
hsa-miR-4782-3p,gastric cardia adenocarcinoma
hsa-miR-7-5p,gastric cardia adenocarcinoma
hsa-miR-219a-5p,glioblastoma
hsa-miR-4782-3p,glioblastoma
hsa-miR-7-5p,glioblastoma
hsa-miR-219a-5p,hepatocellular carcinoma
hsa-miR-4782-3p,hepatocellular carcinoma
hsa-miR-219a-5p,kidney cancer
hsa-miR-4782-3p,kidney cancer
hsa-miR-7-5p,kidney cancer
hsa-miR-219a-5p,liver cancer
hsa-miR-361-5p,liver cancer
hsa-miR-4782-3p,liver cancer
hsa-miR-7-5p,liver cancer
hsa-miR-219a-5p,liver cirrhosis
hsa-miR-4782-3p,liver cirrhosis
hsa-miR-7-5p,liver cirrhosis
hsa-miR-219a-5p,liver disease
hsa-miR-361-5p,liver disease
hsa-miR-4782-3p,liver disease
hsa-miR-7-5p,liver disease
hsa-miR-219a-5p,lung adenocarcinoma
hsa-miR-4782-3p,lung adenocarcinoma
hsa-miR-7-5p,lung adenocarcinoma
hsa-miR-219a-5p,lung cancer
hsa-miR-4782-3p,lung cancer
hsa-miR-7-5p,lung cancer
hsa-miR-219a-5p,lung squamous cell carcinoma
hsa-miR-361-5p,lung squamous cell carcinoma
hsa-miR-4782-3p,lung squamous cell carcinoma
hsa-miR-7-5p,lung squamous cell carcinoma
hsa-miR-219a-5p,melanoma
hsa-miR-4782-3p,melanoma
hsa-miR-7-5p,melanoma
hsa-miR-219a-5p,meningioma
hsa-miR-361-5p,meningioma
hsa-miR-4782-3p,meningioma
hsa-miR-7-5p,meningioma
hsa-miR-219a-5p,multiple myeloma
hsa-miR-4782-3p,multiple myeloma
hsa-miR-7-5p,multiple myeloma
hsa-miR-219a-5p,myelodysplastic syndrome
hsa-miR-361-5p,myelodysplastic syndrome
hsa-miR-4782-3p,myelodysplastic syndrome
hsa-miR-7-5p,myelodysplastic syndrome
hsa-miR-219a-5p,myelofibrosis
hsa-miR-361-5p,myelofibrosis
hsa-miR-4782-3p,myelofibrosis
hsa-miR-7-5p,myelofibrosis
hsa-miR-219a-5p,nephroblastoma
hsa-miR-361-5p,nephroblastoma
hsa-miR-4782-3p,nephroblastoma
hsa-miR-7-5p,nephroblastoma
hsa-miR-219a-5p,neuroblastoma
hsa-miR-4782-3p,neuroblastoma
hsa-miR-7-5p,neuroblastoma
hsa-miR-219a-5p,oral squamous cell carcinoma
hsa-miR-361-5p,oral squamous cell carcinoma
hsa-miR-4782-3p,oral squamous cell carcinoma
hsa-miR-7-5p,oral squamous cell carcinoma
hsa-miR-219a-5p,osteoarthritis
hsa-miR-4782-3p,osteoarthritis
hsa-miR-7-5p,osteoarthritis
hsa-miR-219a-5p,osteosarcoma
hsa-miR-4782-3p,osteosarcoma
hsa-miR-7-5p,osteosarcoma
hsa-miR-219a-5p,ovarian cancer
hsa-miR-4782-3p,ovarian cancer
hsa-miR-7-5p,ovarian cancer
hsa-miR-219a-5p,pancreatic cancer
hsa-miR-4782-3p,pancreatic cancer
hsa-miR-7-5p,pancreatic cancer
hsa-miR-219a-5p,pancreatic endocrine carcinoma
hsa-miR-361-5p,pancreatic endocrine carcinoma
hsa-miR-4782-3p,pancreatic endocrine carcinoma
hsa-miR-7-5p,pancreatic endocrine carcinoma
hsa-miR-219a-5p,pituitary adenoma
hsa-miR-361-5p,pituitary adenoma
hsa-miR-4782-3p,pituitary adenoma
hsa-miR-7-5p,pituitary adenoma
hsa-miR-219a-5p,pituitary cancer
hsa-miR-361-5p,pituitary cancer
hsa-miR-4782-3p,pituitary cancer
hsa-miR-7-5p,pituitary cancer
hsa-miR-219a-5p,prostate cancer
hsa-miR-4782-3p,prostate cancer
hsa-miR-7-5p,prostate cancer
hsa-miR-219a-5p,retinoblastoma
hsa-miR-361-5p,retinoblastoma
hsa-miR-4782-3p,retinoblastoma
hsa-miR-7-5p,retinoblastoma
hsa-miR-219a-5p,stomach cancer
hsa-miR-4782-3p,stomach cancer
hsa-miR-7-5p,stomach cancer
hsa-miR-219a-5p,testicular germ cell cancer
hsa-miR-361-5p,testicular germ cell cancer
hsa-miR-4782-3p,testicular germ cell cancer
hsa-miR-7-5p,testicular germ cell cancer
hsa-miR-219a-5p,tongue squamous cell carcinoma
hsa-miR-361-5p,tongue squamous cell carcinoma
hsa-miR-4782-3p,tongue squamous cell carcinoma
hsa-miR-7-5p,tongue squamous cell carcinoma
hsa-miR-219a-5p,type 1 diabetes mellitus
hsa-miR-361-5p,type 1 diabetes mellitus
hsa-miR-4782-3p,type 1 diabetes mellitus
hsa-miR-7-5p,type 1 diabetes mellitus
hsa-miR-219a-5p,urinary bladder cancer
hsa-miR-4782-3p,urinary bladder cancer
hsa-miR-7-5p,urinary bladder cancer
hsa-miR-219a-5p,vulva squamous cell carcinoma
hsa-miR-361-5p,vulva squamous cell carcinoma
hsa-miR-4782-3p,vulva squamous cell carcinoma
hsa-miR-7-5p,vulva squamous cell carcinoma
hsa-miR-15a-5p,syndrome
hsa-miR-15b-5p,syndrome
hsa-miR-16-5p,syndrome
hsa-miR-195-5p,syndrome
hsa-miR-424-5p,syndrome
hsa-miR-497-5p,syndrome
hsa-miR-150-5p,cancer
hsa-miR-150-5p,chronic lymphocytic leukemia
hsa-miR-29a-3p,chronic lymphocytic leukemia
hsa-miR-29b-3p,chronic lymphocytic leukemia
hsa-miR-29c-3p,chronic lymphocytic leukemia
hsa-miR-150-5p,diabetic retinopathy
hsa-miR-29a-3p,diabetic retinopathy
hsa-miR-29b-3p,diabetic retinopathy
hsa-miR-29c-3p,diabetic retinopathy
hsa-miR-150-5p,dilated cardiomyopathy
hsa-miR-29a-3p,dilated cardiomyopathy
hsa-miR-29b-3p,dilated cardiomyopathy
hsa-miR-29c-3p,dilated cardiomyopathy
hsa-miR-150-5p,glioblastoma
hsa-miR-150-5p,lung cancer
hsa-miR-150-5p,myocardial infarction
hsa-miR-29a-3p,myocardial infarction
hsa-miR-29b-3p,myocardial infarction
hsa-miR-29c-3p,myocardial infarction
hsa-miR-150-5p,ovarian cancer
hsa-miR-150-5p,prostate cancer
hsa-miR-150-5p,schizophrenia
hsa-miR-29a-3p,schizophrenia
hsa-miR-29b-3p,schizophrenia
hsa-miR-29c-3p,schizophrenia
hsa-miR-150-5p,stomach cancer
hsa-miR-144-3p,cancer
hsa-miR-153-3p,cancer
hsa-miR-302a-3p,cancer
hsa-miR-302b-3p,cancer
hsa-miR-302c-3p,cancer
hsa-miR-302d-3p,cancer
hsa-miR-302e,cancer
hsa-miR-372-3p,cancer
hsa-miR-373-3p,cancer
hsa-miR-377-3p,cancer
hsa-miR-421,cancer
hsa-miR-520a-3p,cancer
hsa-miR-520c-3p,cancer
hsa-miR-520d-3p,cancer
hsa-miR-144-3p,diffuse large B-cell lymphoma
hsa-miR-153-3p,diffuse large B-cell lymphoma
hsa-miR-155-5p,diffuse large B-cell lymphoma
hsa-miR-223-3p,diffuse large B-cell lymphoma
hsa-miR-302a-3p,diffuse large B-cell lymphoma
hsa-miR-302b-3p,diffuse large B-cell lymphoma
hsa-miR-302c-3p,diffuse large B-cell lymphoma
hsa-miR-302d-3p,diffuse large B-cell lymphoma
hsa-miR-302e,diffuse large B-cell lymphoma
hsa-miR-372-3p,diffuse large B-cell lymphoma
hsa-miR-373-3p,diffuse large B-cell lymphoma
hsa-miR-377-3p,diffuse large B-cell lymphoma
hsa-miR-421,diffuse large B-cell lymphoma
hsa-miR-520a-3p,diffuse large B-cell lymphoma
hsa-miR-520c-3p,diffuse large B-cell lymphoma
hsa-miR-520d-3p,diffuse large B-cell lymphoma
hsa-miR-590-3p,diffuse large B-cell lymphoma
hsa-miR-144-3p,glioblastoma
hsa-miR-153-3p,glioblastoma
hsa-miR-302a-3p,glioblastoma
hsa-miR-302b-3p,glioblastoma
hsa-miR-302c-3p,glioblastoma
hsa-miR-302d-3p,glioblastoma
hsa-miR-302e,glioblastoma
hsa-miR-372-3p,glioblastoma
hsa-miR-373-3p,glioblastoma
hsa-miR-377-3p,glioblastoma
hsa-miR-421,glioblastoma
hsa-miR-520a-3p,glioblastoma
hsa-miR-520c-3p,glioblastoma
hsa-miR-520d-3p,glioblastoma
hsa-miR-130a-3p,syndrome
hsa-miR-130b-3p,syndrome
hsa-miR-144-3p,syndrome
hsa-miR-153-3p,syndrome
hsa-miR-155-5p,syndrome
hsa-miR-223-3p,syndrome
hsa-miR-301a-3p,syndrome
hsa-miR-302a-3p,syndrome
hsa-miR-302b-3p,syndrome
hsa-miR-302c-3p,syndrome
hsa-miR-302d-3p,syndrome
hsa-miR-302e,syndrome
hsa-miR-3666,syndrome
hsa-miR-372-3p,syndrome
hsa-miR-373-3p,syndrome
hsa-miR-377-3p,syndrome
hsa-miR-421,syndrome
hsa-miR-4295,syndrome
hsa-miR-454-3p,syndrome
hsa-miR-520a-3p,syndrome
hsa-miR-520c-3p,syndrome
hsa-miR-520d-3p,syndrome
hsa-miR-590-3p,syndrome
hsa-miR-199a-5p,pancreatic ductal adenocarcinoma
hsa-miR-199b-5p,pancreatic ductal adenocarcinoma
hsa-miR-296-3p,pancreatic ductal adenocarcinoma
hsa-let-7a-5p,acquired immunodeficiency syndrome
hsa-let-7b-5p,acquired immunodeficiency syndrome
hsa-let-7c-5p,acquired immunodeficiency syndrome
hsa-let-7d-5p,acquired immunodeficiency syndrome
hsa-let-7e-5p,acquired immunodeficiency syndrome
hsa-let-7f-5p,acquired immunodeficiency syndrome
hsa-let-7g-5p,acquired immunodeficiency syndrome
hsa-let-7i-5p,acquired immunodeficiency syndrome
hsa-miR-101-3p,acquired immunodeficiency syndrome
hsa-miR-103a-3p,acquired immunodeficiency syndrome
hsa-miR-107,acquired immunodeficiency syndrome
hsa-miR-10a-5p,acquired immunodeficiency syndrome
